genre,popularity,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence
Hip-Hop,61.0,0.763,0.545,200205.0,0.606,0.0825,-10.982,0.32,91.686,0.145
Hip-Hop,57.0,0.242,0.769,194824.0,0.562,0.0852,-7.237,0.28,170.082,0.525
Hip-Hop,55.0,0.0103,0.597,282413.0,0.678,0.381,-5.743,0.3,160.074,0.659
Hip-Hop,55.0,0.0215,0.825,199973.0,0.489,0.111,-9.32,0.263,96.99,0.438
Hip-Hop,57.0,0.214,0.523,291280.0,0.783,0.612,-3.755,0.185,117.264,0.313
Opera,16.0,0.958,0.179,181733.0,0.107,0.191,-21.612,0.0396,85.363,0.0833
Opera,19.0,0.983,0.265,287600.0,0.0891,0.104,-15.575,0.0418,78.537,0.0881
Opera,17.0,0.931,0.363,387027.0,0.3,0.3,-12.424,0.0305,96.559,0.354
Opera,16.0,0.985,0.195,388840.0,0.0446,0.184,-21.952,0.0501,64.1,0.0393
Opera,11.0,0.95,0.176,172813.0,0.206,0.537,-14.528,0.0402,173.523,0.115
Opera,19.0,0.918,0.28,228680.0,0.294,0.0888,-14.753,0.0322,94.522,0.502
Opera,17.0,0.964,0.461,210373.0,0.147,0.0906,-22.144,0.0608,104.014,0.351
Opera,10.0,0.969,0.314,175200.0,0.293,0.324,-12.005,0.0412,86.642,0.0618
Opera,19.0,0.819,0.162,318907.0,0.0325,0.0979,-28.307,0.046,76.022,0.0729
Opera,16.0,0.966,0.364,200400.0,0.287,0.791,-13.933,0.0465,107.935,0.225
Opera,7.0,0.987,0.438,110960.0,0.0679,0.722,-21.689,0.0606,85.529,0.262
Opera,15.0,0.966,0.184,189427.0,0.00661,0.0601,-35.987,0.0448,70.161,0.0389
Opera,13.0,0.847,0.261,222267.0,0.127,0.383,-23.921,0.0414,138.608,0.328
Opera,9.0,0.962,0.339,281493.0,0.0993,0.496,-21.953,0.135,71.573,0.0791
Opera,18.0,0.767,0.602,99760.0,0.265,0.118,-16.5,0.0332,85.583,0.614
Opera,5.0,0.915,0.216,324627.0,0.103,0.118,-21.386,0.0469,129.589,0.0715
Opera,6.0,0.945,0.29,408133.0,0.141,0.0975,-19.492,0.108,80.582,0.0394
Opera,8.0,0.895,0.196,626427.0,0.265,0.0987,-14.637,0.0333,94.943,0.156
Opera,9.0,0.95,0.25,247707.0,0.159,0.659,-18.924,0.0598,76.594,0.0803
Opera,11.0,0.935,0.36,133533.0,0.138,0.468,-20.156,0.0529,67.855,0.146
Opera,10.0,0.98,0.422,131040.0,0.223,0.291,-21.544,0.186,167.366,0.34
Opera,12.0,0.948,0.0781,364707.0,0.0231,0.0737,-29.623,0.0438,81.761,0.0328
Opera,11.0,0.982,0.247,247933.0,0.138,0.255,-18.226,0.0779,78.005,0.0393
Opera,10.0,0.893,0.197,93000.0,0.0232,0.486,-26.059,0.0354,76.732,0.172
Opera,7.0,0.965,0.0932,289200.0,0.0895,0.104,-23.236,0.0437,70.015,0.153
Opera,12.0,0.899,0.246,313760.0,0.0336,0.52,-31.26,0.048,170.056,0.0704
Opera,9.0,0.979,0.453,99000.0,0.153,0.262,-20.482,0.129,126.775,0.368
Opera,9.0,0.738,0.443,270533.0,0.384,0.142,-10.072,0.0304,115.932,0.567
Opera,11.0,0.901,0.302,412000.0,0.0598,0.0791,-29.105,0.0456,66.05,0.249
Opera,12.0,0.962,0.206,315931.0,0.059,0.51,-18.25,0.049,76.752,0.0395
Opera,6.0,0.981,0.399,165987.0,0.431,0.887,-10.054,0.0621,107.735,0.201
Opera,10.0,0.959,0.44,75560.0,0.435,0.655,-14.755,0.314,114.755,0.497
Opera,9.0,0.967,0.117,256667.0,0.202,0.0572,-14.608,0.0404,82.298,0.0449
Opera,15.0,0.808,0.17,105333.0,0.0837,0.143,-18.801,0.0415,149.967,0.246
Hip-Hop,54.0,0.165,0.834,214533.0,0.917,0.0533,-3.194,0.205,82.766,0.601
Hip-Hop,59.0,0.146,0.572,289600.0,0.878,0.314,-4.076,0.281,165.432,0.578
Hip-Hop,54.0,0.189,0.751,201667.0,0.664,0.672,-6.111,0.317,155.796,0.686
Hip-Hop,55.0,0.00254,0.684,179467.0,0.772,0.101,-2.382,0.046,82.492,0.302
Hip-Hop,52.0,0.102,0.45,274147.0,0.92,0.137,-5.945,0.519,66.454,0.188
Hip-Hop,53.0,0.116,0.886,191160.0,0.573,0.277,-7.649,0.32,132.069,0.609
Hip-Hop,54.0,0.122,0.615,214684.0,0.469,0.108,-8.13,0.141,167.752,0.327
Hip-Hop,55.0,0.0213,0.677,216120.0,0.722,0.207,-7.088,0.0522,125.091,0.0483
Hip-Hop,53.0,0.219,0.613,228650.0,0.686,0.369,-6.412,0.423,137.843,0.477
Hip-Hop,54.0,0.0702,0.777,213626.0,0.558,0.092,-8.838,0.198,90.996,0.407
Hip-Hop,58.0,0.0342,0.781,240761.0,0.66,0.102,-7.092,0.0352,136.053,0.45
Hip-Hop,54.0,0.131,0.881,95957.0,0.77,0.0816,-5.459,0.0542,120.908,0.424
Hip-Hop,54.0,0.517,0.589,217920.0,0.616,0.123,-3.401,0.0987,83.937,0.305
Hip-Hop,52.0,0.0907,0.659,211613.0,0.83,0.133,-5.288,0.286,144.017,0.332
Hip-Hop,56.0,0.0337,0.807,172520.0,0.512,0.133,-7.121,0.302,83.972,0.202
Hip-Hop,56.0,0.337,0.857,216720.0,0.673,0.126,-7.611,0.322,154.988,0.465
Hip-Hop,50.0,0.373,0.758,240053.0,0.661,0.108,-5.286,0.224,150.009,0.395
Hip-Hop,52.0,0.0975,0.68,195371.0,0.504,0.104,-8.411,0.302,79.969,0.529
Hip-Hop,52.0,0.166,0.811,159494.0,0.624,0.0833,-6.972,0.478,157.945,0.428
Hip-Hop,53.0,0.221,0.682,222165.0,0.551,0.133,-8.746,0.288,73.988,0.357
Hip-Hop,50.0,0.188,0.766,261176.0,0.526,0.0744,-6.228,0.233,136.105,0.568
Hip-Hop,51.0,0.12,0.527,223507.0,0.727,0.318,-5.162,0.401,131.98,0.717
Hip-Hop,49.0,0.399,0.804,257418.0,0.555,0.102,-6.038,0.276,91.975,0.516
Hip-Hop,54.0,0.000758,0.695,253773.0,0.912,0.302,-3.331,0.193,160.043,0.59
Hip-Hop,51.0,0.000127,0.781,408307.0,0.731,0.235,-12.277,0.0565,102.398,0.717
Hip-Hop,49.0,0.0546,0.775,116820.0,0.572,0.313,-8.759,0.25,122.012,0.421
Hip-Hop,49.0,0.138,0.85,191787.0,0.559,0.216,-7.531,0.435,149.964,0.562
Hip-Hop,53.0,0.126,0.691,152137.0,0.684,0.113,-5.279,0.0766,100.955,0.336
Hip-Hop,50.0,0.405,0.746,298867.0,0.848,0.385,-8.025,0.346,97.956,0.657
Hip-Hop,49.0,0.178,0.521,220571.0,0.724,0.0577,-8.295,0.425,97.948,0.323
Hip-Hop,52.0,0.785,0.591,142046.0,0.42,0.186,-9.922,0.17,161.963,0.596
Hip-Hop,49.0,0.202,0.67,283533.0,0.86,0.097,-3.183,0.0492,130.016,0.116
Hip-Hop,48.0,0.212,0.488,319846.0,0.652,0.13,-7.739,0.31,88.685,0.517
Hip-Hop,41.0,0.00699,0.686,235404.0,0.702,0.143,-6.73,0.0409,125.029,0.16
Hip-Hop,50.0,0.718,0.644,225336.0,0.489,0.123,-8.399,0.418,75.683,0.824
Hip-Hop,53.0,0.118,0.67,33160.0,0.113,0.1,-23.932,0.675,131.304,0.395
Hip-Hop,51.0,8.74e-05,0.562,216557.0,0.554,0.115,-6.114,0.026,82.064,0.246
Hip-Hop,51.0,0.00474,0.796,98107.0,0.754,0.0826,-7.876,0.0552,122.046,0.794
Hip-Hop,42.0,0.0178,0.764,142846.0,0.643,0.12,-7.614,0.161,130.014,0.321
Hip-Hop,64.0,0.123,0.711,200000.0,0.9,0.223,-4.942,0.0582,99.981,0.394
Hip-Hop,49.0,0.26,0.773,239800.0,0.422,0.279,-7.242,0.324,154.106,0.529
Hip-Hop,48.0,0.0539,0.887,261067.0,0.422,0.114,-14.505,0.228,98.332,0.612
Hip-Hop,51.0,0.104,0.719,220543.0,0.384,0.119,-8.904,0.0778,79.965,0.389
Classical,65.0,0.995,0.398,348333.0,0.00293,0.0897,-29.481,0.0666,130.464,0.0804
Classical,10.0,0.988,0.423,492533.0,0.122,0.679,-23.922,0.0452,126.181,0.318
Classical,23.0,0.993,0.332,219947.0,0.23,0.111,-23.125,0.0523,146.58,0.859
Classical,25.0,0.942,0.332,1059413.0,0.0789,0.0978,-24.9,0.0441,125.661,0.177
Classical,60.0,0.967,0.122,477733.0,0.0182,0.0735,-27.89,0.0383,77.59,0.0473
Classical,54.0,0.995,0.204,105467.0,0.00878,0.101,-34.576,0.043,91.499,0.266
Classical,47.0,0.971,0.105,539560.0,0.0262,0.0829,-28.496,0.0481,170.629,0.0397
Classical,47.0,0.854,0.603,97133.0,0.271,0.152,-18.061,0.0349,125.527,0.762
Opera,12.0,0.815,0.205,366733.0,0.277,0.11,-16.588,0.0344,173.282,0.339
Opera,3.0,0.914,0.403,156667.0,0.279,0.175,-15.04,0.0466,82.45,0.441
Opera,6.0,0.976,0.413,312296.0,0.229,0.0683,-17.208,0.0469,122.314,0.3
Opera,7.0,0.973,0.0981,374000.0,0.443,0.295,-15.76,0.0452,56.56,0.0797
Opera,4.0,0.942,0.443,409867.0,0.223,0.201,-13.624,0.0392,128.693,0.338
Opera,3.0,0.97,0.282,237587.0,0.23,0.17,-18.476,0.0556,94.694,0.174
Opera,13.0,0.942,0.424,216853.0,0.218,0.13,-16.451,0.0526,107.892,0.397
Opera,5.0,0.987,0.596,57507.0,0.211,0.117,-14.433,0.0364,83.853,0.513
Opera,9.0,0.993,0.248,269333.0,0.242,0.132,-15.828,0.0449,82.568,0.128
Opera,6.0,0.664,0.429,43760.0,0.0931,0.181,-20.598,0.0403,89.406,0.222
Opera,5.0,0.931,0.227,174543.0,0.286,0.311,-8.905,0.0312,80.54,0.147
Opera,13.0,0.951,0.462,96732.0,0.311,0.151,-18.848,0.0364,107.775,0.71
Opera,5.0,0.98,0.411,152867.0,0.0453,0.258,-25.814,0.064,67.208,0.131
Opera,5.0,0.883,0.197,246813.0,0.244,0.628,-16.952,0.0417,146.636,0.141
Opera,6.0,0.96,0.148,332467.0,0.0867,0.371,-21.854,0.0464,91.145,0.037
Opera,5.0,0.971,0.278,262773.0,0.137,0.12,-15.976,0.0385,106.358,0.115
Opera,6.0,0.958,0.489,221693.0,0.11,0.498,-26.634,0.159,128.14,0.227
Opera,11.0,0.972,0.16,177213.0,0.0978,0.0806,-23.448,0.0428,89.293,0.0358
Opera,9.0,0.978,0.267,248267.0,0.164,0.0977,-16.873,0.0406,132.237,0.161
Opera,9.0,0.985,0.187,208267.0,0.275,0.686,-18.585,0.0814,83.447,0.0743
Opera,12.0,0.976,0.272,259533.0,0.073,0.0778,-16.596,0.0533,78.717,0.0365
Pop,97.0,0.323,0.826,238200.0,0.773,0.143,-4.218,0.0524,126.899,0.761
Pop,83.0,0.687,0.492,251034.0,0.275,0.101,-13.4,0.3,92.6,0.18
Pop,80.0,0.872,0.657,232533.0,0.291,0.114,-10.572,0.0293,103.973,0.298
Pop,79.0,0.0139,0.726,188174.0,0.431,0.054,-6.666,0.0554,85.889,0.86
Pop,77.0,0.0563,0.852,205879.0,0.553,0.332,-7.286,0.187,142.072,0.656
Pop,79.0,0.000297,0.618,248336.0,0.824,0.0649,-5.316,0.0301,121.238,0.598
Pop,76.0,0.308,0.538,182493.0,0.612,0.213,-6.02,0.424,168.197,0.684
Pop,79.0,0.00183,0.938,201707.0,0.5,0.077,-10.08,0.144,140.011,0.462
Pop,71.0,0.614,0.516,167207.0,0.638,0.099,-6.673,0.0796,180.216,0.642
Pop,79.0,0.0149,0.921,191252.0,0.467,0.334,-8.443,0.119,135.995,0.287
Pop,71.0,0.107,0.565,273133.0,0.873,0.332,-5.906,0.434,130.422,0.755
Pop,82.0,0.0776,0.643,195419.0,0.904,0.189,-3.694,0.0739,103.028,0.481
Pop,71.0,0.235,0.522,221538.0,0.428,0.278,-11.332,0.143,129.829,0.399
Pop,72.0,0.592,0.405,262600.0,0.505,0.121,-7.75,0.0458,164.971,0.318
Pop,73.0,0.0863,0.707,238627.0,0.813,0.168,-4.515,0.0571,124.921,0.722
Pop,72.0,0.0133,0.593,235232.0,0.632,0.64,-5.381,0.541,173.369,0.0789
Pop,73.0,0.0115,0.633,150467.0,0.478,0.103,-5.571,0.0359,159.951,0.692
Pop,74.0,0.203,0.878,157557.0,0.647,0.335,-4.566,0.0659,131.027,0.212
Pop,78.0,0.332,0.857,192600.0,0.801,0.0789,-6.499,0.0618,96.009,0.753
Pop,68.0,0.0338,0.566,264493.0,0.755,0.315,-5.526,0.0368,101.006,0.445
Pop,73.0,0.0109,0.72,187973.0,0.893,0.0729,-3.279,0.0376,100.96,0.795
Pop,65.0,0.0562,0.694,214573.0,0.891,0.561,-2.94,0.0949,97.939,0.563
Pop,77.0,0.0744,0.684,208163.0,0.823,0.111,-3.297,0.0773,91.048,0.647
Pop,75.0,0.546,0.522,288733.0,0.559,0.188,-13.641,0.0387,176.894,0.908
Pop,63.0,0.000218,0.631,189373.0,0.793,0.0976,-4.086,0.0468,136.96,0.648
Pop,69.0,0.313,0.81,295653.0,0.73,0.105,-5.209,0.223,157.003,0.568
Pop,69.0,0.00694,0.684,273336.0,0.858,0.0828,-4.266,0.0342,129.963,0.518
Pop,66.0,0.0594,0.506,192947.0,0.745,0.341,-6.044,0.331,161.808,0.311
Pop,61.0,0.304,0.594,337551.0,0.551,0.123,-6.57,0.147,77.482,0.371
Pop,62.0,0.106,0.767,189492.0,0.792,0.145,-5.053,0.225,119.168,0.699
Pop,66.0,0.0529,0.57,153657.0,0.606,0.134,-8.085,0.129,95.038,0.212
Pop,60.0,0.791,0.607,224573.0,0.367,0.106,-9.758,0.0288,139.959,0.546
Pop,67.0,0.0006,0.358,200707.0,0.708,0.281,-3.736,0.0315,150.966,0.227
Pop,61.0,0.315,0.766,212347.0,0.695,0.112,-5.564,0.341,90.805,0.766
Pop,65.0,0.631,0.399,213492.0,0.491,0.171,-8.992,0.0714,94.542,0.356
Pop,66.0,0.0116,0.77,163133.0,0.426,0.273,-5.717,0.0473,102.056,0.523
Pop,71.0,0.0824,0.331,205160.0,0.592,0.109,-6.127,0.0371,170.436,0.312
Pop,62.0,0.262,0.731,229808.0,0.432,0.12,-10.542,0.0931,102.592,0.248
Pop,66.0,0.875,0.468,296053.0,0.517,0.171,-7.049,0.0574,69.287,0.425
Pop,68.0,0.137,0.908,197307.0,0.638,0.22,-6.663,0.221,130.007,0.388
Pop,65.0,0.171,0.444,145640.0,0.943,0.297,-3.724,0.104,125.896,0.411
Pop,68.0,0.333,0.676,170507.0,0.619,0.165,-6.89,0.0633,96.045,0.309
Pop,63.0,0.298,0.687,186456.0,0.429,0.193,-6.524,0.0344,121.11,0.232
Pop,66.0,0.00457,0.334,206605.0,0.81,0.158,-4.855,0.0632,151.643,0.306
Pop,65.0,0.3,0.617,161827.0,0.686,0.105,-9.858,0.245,79.252,0.544
Pop,63.0,0.0306,0.722,232533.0,0.667,0.0856,-5.737,0.406,180.627,0.915
Pop,67.0,0.282,0.622,256493.0,0.503,0.112,-6.724,0.201,136.048,0.314
Pop,57.0,0.00143,0.632,196893.0,0.639,0.221,-5.938,0.0259,95.506,0.733
Pop,67.0,0.0542,0.779,153429.0,0.455,0.177,-15.025,0.28,140.181,0.197
Pop,65.0,0.721,0.849,182740.0,0.616,0.0584,-5.578,0.0406,109.523,0.963
Pop,61.0,0.0488,0.432,167693.0,0.656,0.256,-4.669,0.428,199.232,0.66
Pop,67.0,0.576,0.67,160293.0,0.7,0.226,-7.893,0.196,69.986,0.648
Pop,65.0,0.105,0.839,191479.0,0.63,0.0669,-7.047,0.0805,106.0,0.393
Pop,71.0,0.0352,0.745,191255.0,0.719,0.0639,-4.291,0.19,99.962,0.611
Reggae,56.0,0.0164,0.673,225133.0,0.902,0.269,-4.886,0.0553,97.007,0.704
Reggae,63.0,0.0299,0.749,244253.0,0.849,0.115,-5.761,0.0544,145.169,0.959
Reggae,52.0,0.00812,0.564,261400.0,0.776,0.155,-7.568,0.0364,145.067,0.685
Reggae,48.0,0.663,0.704,149613.0,0.437,0.873,-9.976,0.0459,113.506,0.709
Reggae,45.0,0.307,0.642,256000.0,0.692,0.0975,-5.721,0.0532,110.994,0.185
Reggae,57.0,0.609,0.464,186653.0,0.464,0.106,-7.027,0.0752,180.235,0.335
Reggae,43.0,0.027,0.622,183507.0,0.922,0.0123,-2.154,0.174,179.968,0.791
Classical,47.0,0.991,0.15,272027.0,0.0969,0.127,-20.803,0.0425,81.014,0.0361
Classical,43.0,0.995,0.369,375360.0,0.0206,0.109,-26.218,0.037,131.913,0.0374
Classical,43.0,0.996,0.255,119907.0,0.00899,0.104,-35.243,0.04,68.704,0.0619
Classical,46.0,0.995,0.44,284640.0,0.00506,0.0643,-35.112,0.0528,70.188,0.115
Classical,37.0,0.97,0.212,307040.0,0.0593,0.079,-24.514,0.0372,78.596,0.172
Classical,11.0,0.963,0.131,1438427.0,0.137,0.103,-17.305,0.0356,80.594,0.0399
Classical,41.0,0.953,0.443,152116.0,0.161,0.107,-18.961,0.0419,104.6,0.42
Classical,37.0,0.355,0.329,311866.0,0.495,0.151,-9.617,0.0386,76.806,0.189
Classical,48.0,0.862,0.0916,247507.0,0.104,0.255,-20.199,0.0407,86.803,0.0364
Classical,5.0,0.712,0.244,106400.0,0.159,0.114,-14.939,0.0313,77.457,0.0679
Classical,38.0,0.994,0.4,237320.0,0.0222,0.0939,-27.045,0.0424,133.048,0.0671
Classical,3.0,0.962,0.233,371973.0,0.0165,0.101,-29.267,0.0451,118.868,0.0498
Classical,38.0,0.99,0.223,1747733.0,0.251,0.0551,-17.652,0.0349,84.358,0.0374
Classical,2.0,0.974,0.359,223600.0,0.112,0.351,-22.657,0.0452,125.904,0.329
Classical,46.0,0.595,0.694,299147.0,0.293,0.132,-16.278,0.0431,143.804,0.637
Classical,38.0,0.975,0.0949,329956.0,0.103,0.128,-24.069,0.0455,86.533,0.039
Classical,37.0,0.994,0.243,92467.0,0.00993,0.1,-33.111,0.0431,168.758,0.136
Classical,9.0,0.983,0.539,65387.0,0.0731,0.1,-16.839,0.0435,90.326,0.917
Classical,33.0,1.28e-05,0.469,195453.0,0.974,0.275,-3.887,0.158,110.003,0.314
Classical,39.0,0.98,0.32,124320.0,0.141,0.0718,-20.927,0.0378,97.753,0.219
Classical,42.0,0.929,0.237,183667.0,0.364,0.157,-13.701,0.0363,93.578,0.151
Classical,10.0,0.914,0.226,206787.0,0.168,0.196,-10.92,0.0366,112.645,0.076
Classical,35.0,0.972,0.15,521507.0,0.0198,0.0696,-32.989,0.0458,73.768,0.051
Classical,41.0,0.956,0.4,299813.0,0.0369,0.105,-28.803,0.0387,136.393,0.231
Classical,39.0,0.979,0.309,63280.0,0.362,0.137,-17.259,0.0404,93.528,0.81
Classical,5.0,0.991,0.457,414133.0,0.00902,0.0688,-21.832,0.106,66.623,0.0389
Classical,31.0,0.982,0.25,457027.0,0.0264,0.0943,-21.332,0.0411,114.675,0.0787
Classical,30.0,0.902,0.216,663160.0,0.148,0.0748,-18.504,0.0429,126.505,0.0345
Classical,31.0,0.985,0.512,111120.0,0.0717,0.0788,-24.234,0.0399,79.684,0.58
Classical,36.0,0.995,0.285,114602.0,0.0428,0.175,-28.391,0.0473,75.83,0.284
Classical,31.0,0.935,0.208,301000.0,0.0957,0.0984,-21.794,0.0461,87.218,0.173
Classical,35.0,0.989,0.268,224000.0,0.189,0.114,-17.844,0.0407,66.637,0.111
Classical,32.0,0.878,0.167,130267.0,0.0406,0.287,-26.132,0.0461,80.42,0.0367
Classical,33.0,0.974,0.234,189573.0,0.0381,0.12,-21.165,0.0432,81.829,0.0673
Classical,33.0,0.983,0.254,308680.0,0.0455,0.0954,-27.593,0.04,125.116,0.0828
Classical,28.0,0.956,0.17,222267.0,0.00581,0.0722,-37.728,0.0478,125.782,0.0273
Classical,34.0,0.993,0.34,238253.0,0.0387,0.0987,-27.669,0.0354,131.845,0.0861
Classical,24.0,0.954,0.231,494800.0,0.0586,0.0874,-22.893,0.05,79.251,0.0395
Classical,26.0,0.98,0.553,212990.0,0.133,0.0839,-21.004,0.0469,116.205,0.166
Classical,31.0,0.968,0.484,375987.0,0.276,0.0954,-13.656,0.0418,135.738,0.542
Classical,31.0,0.995,0.464,192800.0,0.118,0.0931,-24.641,0.0575,158.408,0.789
Classical,35.0,0.937,0.235,197547.0,0.0564,0.108,-29.436,0.042,94.294,0.0382
Classical,33.0,0.936,0.393,675707.0,0.232,0.408,-22.025,0.0476,118.946,0.312
Classical,29.0,0.608,0.162,147480.0,0.247,0.354,-17.855,0.0407,93.173,0.0972
Classical,35.0,8.18e-05,0.446,441587.0,0.895,0.357,-7.009,0.0639,129.98,0.215
Classical,29.0,0.987,0.24,576067.0,0.103,0.0763,-23.251,0.0453,174.645,0.0509
Classical,32.0,0.647,0.125,165960.0,0.46,0.0666,-12.369,0.044,88.506,0.0358
Classical,32.0,0.97,0.0992,260640.0,0.19,0.378,-15.313,0.0429,64.857,0.0511
Classical,26.0,0.966,0.214,244840.0,0.275,0.227,-14.64,0.0467,82.495,0.213
Classical,26.0,0.991,0.418,492000.0,0.00295,0.105,-33.862,0.0468,79.596,0.0961
Classical,27.0,0.749,0.167,245000.0,0.122,0.148,-19.413,0.0474,113.286,0.0356
Classical,31.0,0.979,0.412,225054.0,0.236,0.137,-18.97,0.0448,119.541,0.132
Classical,4.0,0.806,0.294,176200.0,0.0414,0.689,-23.133,0.0461,117.829,0.108
Classical,30.0,0.871,0.126,215737.0,0.174,0.109,-17.45,0.0452,75.222,0.072
Classical,35.0,6.46e-06,0.434,254933.0,0.975,0.294,-5.221,0.0998,143.097,0.368
Classical,32.0,0.00544,0.521,452453.0,0.686,0.181,-5.444,0.0339,130.033,0.404
Classical,22.0,0.365,0.528,252680.0,0.281,0.11,-13.871,0.0291,95.748,0.0516
Classical,29.0,0.968,0.153,659573.0,0.0891,0.0737,-23.807,0.0411,92.475,0.0394
Classical,30.0,0.614,0.1,366730.0,0.183,0.105,-18.615,0.0409,73.549,0.0334
Classical,21.0,0.96,0.251,521867.0,0.0215,0.0969,-26.249,0.0461,125.918,0.0664
Classical,25.0,0.988,0.321,278693.0,0.134,0.119,-18.973,0.0848,99.831,0.488
Classical,25.0,0.989,0.301,231827.0,0.00602,0.0917,-34.733,0.0414,83.628,0.224
Classical,26.0,0.961,0.427,175000.0,0.105,0.141,-20.028,0.0546,148.198,0.239
Reggae,41.0,0.0106,0.743,219600.0,0.445,0.0871,-8.695,0.0641,75.001,0.418
Reggae,42.0,0.124,0.684,213308.0,0.76,0.0843,-6.194,0.035,147.971,0.962
Reggae,55.0,0.122,0.579,384800.0,0.486,0.156,-10.87,0.199,175.694,0.853
Reggae,38.0,0.113,0.803,204587.0,0.599,0.285,-5.189,0.0437,110.066,0.68
Reggae,44.0,0.373,0.576,206020.0,0.63,0.096,-6.545,0.332,78.226,0.131
Reggae,43.0,0.0167,0.644,571400.0,0.801,0.0804,-5.525,0.23,100.8,0.721
Reggae,40.0,0.337,0.731,235427.0,0.45,0.388,-9.641,0.0541,157.418,0.756
Reggae,36.0,0.0422,0.628,287867.0,0.779,0.0541,-4.469,0.0857,99.999,0.724
Reggae,36.0,0.181,0.764,230813.0,0.471,0.641,-10.377,0.207,170.026,0.368
Reggae,34.0,0.15,0.698,181800.0,0.727,0.292,-4.602,0.0398,94.216,0.669
Reggae,35.0,0.658,0.679,259648.0,0.598,0.103,-5.664,0.0372,143.852,0.929
Reggae,35.0,0.0397,0.885,203276.0,0.429,0.192,-6.865,0.0382,94.997,0.797
Reggae,40.0,0.0152,0.739,164400.0,0.896,0.386,-7.335,0.0709,98.039,0.664
Reggae,36.0,0.635,0.874,185333.0,0.451,0.0937,-8.673,0.061,78.335,0.616
Reggae,44.0,0.0251,0.854,217160.0,0.415,0.0698,-9.204,0.108,131.992,0.527
Reggae,40.0,0.00402,0.445,342227.0,0.744,0.349,-6.479,0.0428,120.952,0.14
Reggae,42.0,0.121,0.733,245679.0,0.627,0.078,-9.835,0.0362,150.061,0.713
Reggae,32.0,0.291,0.803,261808.0,0.727,0.135,-7.401,0.0748,92.974,0.711
Reggae,30.0,0.125,0.948,213333.0,0.303,0.0849,-11.869,0.125,125.024,0.963
Reggae,32.0,0.00669,0.684,223373.0,0.74,0.0652,-4.997,0.0327,128.013,0.724
Reggae,47.0,0.0289,0.798,384733.0,0.607,0.166,-4.845,0.0614,152.911,0.906
Reggae,39.0,0.295,0.718,222360.0,0.715,0.073,-5.079,0.239,125.006,0.822
Reggae,33.0,0.054,0.445,255813.0,0.786,0.294,-5.435,0.0685,159.884,0.142
Reggae,38.0,0.0513,0.736,403520.0,0.607,0.104,-9.769,0.0694,96.272,0.624
Reggae,51.0,0.0163,0.699,246400.0,0.699,0.0651,-6.936,0.0618,175.971,0.745
Reggae,33.0,0.0648,0.47,290000.0,0.58,0.0573,-10.902,0.237,157.532,0.51
Reggae,48.0,0.0773,0.895,195040.0,0.617,0.0648,-6.252,0.178,144.953,0.821
Reggae,28.0,0.00527,0.502,421680.0,0.852,0.756,-8.454,0.18,153.834,0.722
Reggae,39.0,0.0788,0.591,292947.0,0.794,0.358,-2.994,0.125,82.533,0.678
Reggae,34.0,0.0809,0.817,224640.0,0.402,0.151,-12.919,0.12,78.833,0.778
Reggae,33.0,0.207,0.611,245867.0,0.523,0.651,-10.0,0.112,136.426,0.481
Reggae,39.0,0.126,0.772,221720.0,0.62,0.266,-5.527,0.159,80.885,0.89
Reggae,33.0,0.0906,0.7,195174.0,0.649,0.0915,-7.421,0.0349,91.015,0.383
Reggae,31.0,0.00456,0.448,226560.0,0.887,0.805,-5.346,0.253,92.656,0.508
Reggae,31.0,0.00589,0.719,187817.0,0.872,0.257,-4.355,0.0264,107.01,0.909
Reggae,44.0,0.328,0.496,217880.0,0.611,0.175,-7.516,0.0963,78.777,0.763
Reggae,26.0,0.108,0.951,159133.0,0.469,0.257,-11.246,0.0621,107.067,0.866
Reggae,25.0,0.132,0.523,261227.0,0.708,0.209,-6.346,0.0535,80.933,0.828
Reggae,35.0,0.00165,0.521,226347.0,0.949,0.269,-4.127,0.0655,167.925,0.848
Reggae,51.0,0.000118,0.383,329800.0,0.947,0.106,-4.303,0.0687,180.022,0.445
Reggae,32.0,0.0212,0.769,377160.0,0.528,0.294,-8.909,0.264,71.872,0.637
Reggae,31.0,0.121,0.6,218331.0,0.663,0.0922,-7.846,0.129,118.481,0.447
Reggae,34.0,0.101,0.57,132800.0,0.69,0.324,-8.245,0.0401,132.622,0.49
Reggae,26.0,0.0167,0.4,117013.0,0.523,0.331,-8.561,0.0635,156.75,0.489
Reggae,33.0,0.13,0.746,227053.0,0.768,0.366,-4.22,0.316,79.689,0.812
Reggae,34.0,0.128,0.882,233012.0,0.56,0.157,-8.201,0.0554,120.001,0.78
Reggae,23.0,0.197,0.696,266000.0,0.895,0.164,-4.037,0.245,108.017,0.81
Reggae,31.0,0.144,0.797,313853.0,0.548,0.295,-7.329,0.0305,120.024,0.764
Reggae,22.0,0.324,0.595,210500.0,0.874,0.293,-4.019,0.0341,88.049,0.827
Reggae,22.0,0.107,0.593,195920.0,0.807,0.247,-5.89,0.0317,120.005,0.843
Reggae,28.0,0.0835,0.806,216893.0,0.561,0.101,-10.858,0.128,138.752,0.637
Reggae,24.0,0.184,0.698,261320.0,0.45,0.138,-10.538,0.0523,75.924,0.784
Reggae,23.0,0.302,0.695,217053.0,0.556,0.112,-8.316,0.197,77.037,0.583
