genre,popularity,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence
Reggae,38.0,0.137,0.849,195107.0,0.73,0.159,-8.273,0.0507,125.039,0.712
Reggae,36.0,0.0174,0.736,539146.0,0.691,0.097,-9.307,0.0385,114.988,0.377
Reggae,32.0,0.0514,0.757,248160.0,0.791,0.0895,-6.706,0.049,98.008,0.821
Reggae,32.0,0.0167,0.781,172873.0,0.854,0.0409,-5.156,0.31,101.732,0.879
Reggae,32.0,0.0162,0.773,327267.0,0.315,0.353,-11.268,0.136,119.418,0.49
Reggae,22.0,0.00246,0.676,150094.0,0.554,0.191,-10.282,0.0295,134.995,0.627
Reggae,22.0,0.0184,0.808,249067.0,0.72,0.378,-6.848,0.245,91.133,0.445
Reggae,53.0,0.682,0.785,220320.0,0.599,0.108,-6.297,0.0661,81.931,0.961
Reggae,28.0,0.497,0.543,131267.0,0.479,0.105,-10.418,0.0508,123.574,0.0888
Reggae,52.0,0.228,0.914,263800.0,0.78,0.174,-5.459,0.0368,133.01,0.968
Reggae,20.0,0.271,0.887,237360.0,0.717,0.127,-3.965,0.115,124.059,0.953
Reggae,29.0,0.0798,0.82,293198.0,0.573,0.0286,-13.485,0.153,139.609,0.884
Reggae,30.0,0.139,0.818,257733.0,0.691,0.728,-5.144,0.0756,144.177,0.937
Reggae,30.0,0.274,0.673,272507.0,0.625,0.433,-8.522,0.0524,153.764,0.783
Reggae,27.0,0.219,0.713,180619.0,0.658,0.148,-6.463,0.155,96.971,0.685
Reggae,26.0,0.142,0.633,200620.0,0.755,0.144,-6.05,0.207,63.634,0.613
Reggaeton,70.0,0.0353,0.748,233251.0,0.69,0.315,-3.812,0.0477,131.972,0.433
Reggaeton,73.0,0.11,0.761,208000.0,0.791,0.119,-4.357,0.0425,94.029,0.907
Reggaeton,64.0,0.663,0.437,197333.0,0.733,0.112,-2.596,0.226,179.91,0.662
Reggaeton,61.0,0.195,0.774,187027.0,0.931,0.0793,-2.48,0.0512,92.026,0.744
Reggaeton,58.0,0.045,0.921,220320.0,0.439,0.118,-7.208,0.0655,123.969,0.905
Reggaeton,59.0,0.502,0.933,141578.0,0.637,0.138,-5.702,0.051,122.036,0.579
Reggaeton,61.0,0.131,0.887,211000.0,0.87,0.13,-5.341,0.0644,118.007,0.899
Reggaeton,51.0,0.0892,0.784,207720.0,0.812,0.106,-4.499,0.0588,100.006,0.704
Reggaeton,57.0,0.429,0.74,192323.0,0.658,0.0845,-3.213,0.0497,103.913,0.64
Jazz,68.0,0.33,0.691,251253.0,0.873,0.0362,-8.758,0.0382,93.685,0.916
Jazz,59.0,0.106,0.519,201627.0,0.392,0.139,-13.33,0.0559,86.123,0.253
Jazz,57.0,0.33,0.691,135215.0,0.572,0.109,-7.503,0.0339,93.007,0.801
Jazz,55.0,0.00781,0.727,341200.0,0.605,0.224,-8.303,0.0711,181.539,0.687
Jazz,54.0,0.0887,0.655,239107.0,0.779,0.128,-7.316,0.0495,89.995,0.146
Jazz,59.0,0.864,0.584,223067.0,0.29,0.122,-11.226,0.0308,91.405,0.257
Jazz,53.0,0.87,0.721,50509.0,0.175,0.107,-12.387,0.0717,80.965,0.632
Jazz,50.0,0.715,0.49,388027.0,0.41,0.2,-9.77,0.0671,138.873,0.68
Jazz,46.0,0.968,0.338,167467.0,0.184,0.121,-15.015,0.0347,73.14,0.293
Jazz,50.0,0.856,0.476,171533.0,0.284,0.0909,-10.999,0.0337,68.556,0.433
Jazz,48.0,0.386,0.834,273080.0,0.523,0.104,-6.845,0.205,92.688,0.851
Jazz,49.0,0.013,0.526,231907.0,0.819,0.664,-8.364,0.139,146.231,0.664
Jazz,52.0,0.884,0.255,127333.0,0.373,0.112,-9.198,0.0297,104.325,0.355
Jazz,47.0,0.843,0.447,113293.0,0.487,0.177,-6.783,0.062,182.516,0.696
Jazz,39.0,0.146,0.617,228440.0,0.637,0.0773,-9.022,0.107,145.918,0.403
Jazz,46.0,0.597,0.475,251163.0,0.415,0.211,-11.496,0.0431,172.225,0.0809
Jazz,45.0,0.961,0.677,179640.0,0.193,0.1,-11.26,0.0432,92.877,0.481
Jazz,45.0,0.635,0.515,250360.0,0.336,0.0637,-9.812,0.0286,152.405,0.327
Jazz,49.0,0.777,0.592,149560.0,0.522,0.219,-9.922,0.217,150.452,0.808
Jazz,50.0,0.661,0.696,261144.0,0.649,0.0747,-7.896,0.0485,134.919,0.927
Jazz,51.0,0.862,0.644,196560.0,0.163,0.108,-15.349,0.0372,140.447,0.497
Jazz,40.0,0.87,0.314,256720.0,0.504,0.0942,-4.999,0.0318,147.175,0.274
Jazz,50.0,0.154,0.836,359213.0,0.709,0.0894,-9.135,0.0352,145.952,0.969
Jazz,50.0,0.75,0.823,285547.0,0.753,0.0595,-4.671,0.0514,95.045,0.896
Jazz,52.0,0.618,0.422,227760.0,0.832,0.962,-6.436,0.116,132.752,0.527
Jazz,43.0,0.625,0.707,292307.0,0.711,0.049,-2.651,0.0348,94.05,0.865
Jazz,42.0,0.0669,0.421,385344.0,0.597,0.133,-7.529,0.0395,92.919,0.382
Jazz,40.0,0.00244,0.558,362227.0,0.806,0.0899,-9.817,0.0395,115.014,0.885
Jazz,40.0,0.000432,0.366,327272.0,0.853,0.288,-3.347,0.0492,154.159,0.289
Jazz,40.0,0.0234,0.605,145880.0,0.666,0.0841,-5.77,0.0413,100.138,0.0865
Jazz,40.0,0.938,0.422,333000.0,0.261,0.137,-16.795,0.0337,115.136,0.177
Pop,61.0,0.102,0.624,239160.0,0.459,0.117,-6.035,0.0321,119.048,0.122
Pop,66.0,0.192,0.622,165744.0,0.694,0.41,-4.581,0.034,124.123,0.75
Pop,59.0,0.791,0.465,318493.0,0.269,0.139,-12.14,0.0311,131.391,0.184
Pop,66.0,0.374,0.625,194733.0,0.6,0.151,-7.75,0.0291,85.959,0.18
Pop,60.0,0.00703,0.575,205773.0,0.765,0.331,-6.608,0.0345,98.037,0.407
Pop,60.0,0.398,0.42,302547.0,0.744,0.192,-5.033,0.396,161.792,0.324
Pop,66.0,0.32,0.633,228173.0,0.764,0.234,-7.212,0.323,94.971,0.522
Pop,61.0,0.00435,0.792,159560.0,0.688,0.0972,-4.008,0.0386,124.987,0.502
Pop,65.0,0.0373,0.719,166693.0,0.736,0.193,-7.517,0.052,92.179,0.757
Pop,70.0,0.511,0.649,224987.0,0.412,0.356,-4.607,0.029,144.014,0.371
Pop,67.0,0.00414,0.469,241560.0,0.427,0.128,-7.954,0.0241,84.053,0.0821
Pop,65.0,0.641,0.656,265560.0,0.225,0.101,-11.777,0.0313,106.023,0.156
Pop,62.0,0.738,0.567,496173.0,0.455,0.708,-11.75,0.496,127.002,0.351
Pop,60.0,0.226,0.682,206350.0,0.535,0.0947,-7.577,0.359,77.941,0.666
Pop,64.0,0.661,0.741,217200.0,0.468,0.111,-6.289,0.0438,139.93,0.735
Pop,60.0,0.284,0.737,222760.0,0.623,0.105,-6.665,0.0401,109.967,0.491
Pop,70.0,0.758,0.442,190263.0,0.246,0.261,-12.825,0.034,77.593,0.362
Pop,59.0,0.0121,0.607,265960.0,0.936,0.309,-3.071,0.033,117.303,0.517
Pop,64.0,0.0314,0.681,161963.0,0.768,0.0839,-4.356,0.0774,162.976,0.718
Pop,63.0,0.118,0.529,199867.0,0.871,0.115,-5.831,0.155,189.837,0.272
Pop,57.0,0.023,0.706,277947.0,0.569,0.0731,-7.044,0.0861,159.824,0.71
Pop,58.0,0.548,0.763,221493.0,0.853,0.104,-4.321,0.251,92.485,0.496
Pop,59.0,0.265,0.699,254467.0,0.668,0.141,-5.305,0.106,83.074,0.472
Pop,64.0,0.593,0.636,238467.0,0.264,0.275,-14.567,0.0263,99.304,0.264
Pop,61.0,0.0625,0.765,193200.0,0.692,0.106,-3.452,0.0491,99.983,0.519
Pop,63.0,0.819,0.679,189360.0,0.646,0.337,-3.342,0.0275,125.036,0.706
Pop,54.0,0.0166,0.664,180373.0,0.785,0.0496,-4.985,0.0688,103.91,0.688
Pop,64.0,0.181,0.747,176627.0,0.671,0.061,-5.737,0.0332,120.98,0.681
Rock,55.0,0.184,0.578,202733.0,0.713,0.102,-6.868,0.0578,140.72,0.741
Rock,60.0,0.000369,0.561,179227.0,0.774,0.0469,-3.622,0.0737,164.008,0.903
Rock,64.0,0.932,0.335,184800.0,0.303,0.0907,-10.943,0.0315,114.224,0.186
Rock,63.0,0.807,0.487,304293.0,0.25,0.0797,-9.846,0.0289,102.614,0.496
Rock,59.0,0.507,0.581,116160.0,0.821,0.108,-4.387,0.0318,136.145,0.968
Rock,51.0,0.0112,0.724,196778.0,0.74,0.241,-6.416,0.0495,158.023,0.376
Rock,58.0,0.00299,0.739,188800.0,0.847,0.49,-3.709,0.0682,100.003,0.539
Rock,54.0,0.0608,0.696,189893.0,0.886,0.585,-3.713,0.0291,112.52,0.801
Rock,59.0,0.0104,0.587,284893.0,0.772,0.0929,-7.118,0.03,98.989,0.165
Rock,50.0,0.315,0.516,267627.0,0.547,0.163,-9.693,0.0273,113.417,0.741
Rock,57.0,0.535,0.679,188133.0,0.639,0.0795,-4.979,0.0251,104.998,0.315
Rock,57.0,0.00857,0.546,266507.0,0.676,0.338,-5.776,0.0387,135.706,0.262
Rock,59.0,0.882,0.429,293973.0,0.093,0.111,-15.944,0.0433,129.661,0.208
Rock,53.0,0.0175,0.573,173152.0,0.715,0.135,-7.016,0.0497,96.439,0.0881
Rock,56.0,0.445,0.745,223533.0,0.71,0.323,-9.429,0.0304,113.214,0.664
Rock,54.0,0.432,0.652,192960.0,0.744,0.0895,-10.054,0.0284,109.307,0.94
Rock,50.0,0.426,0.511,296058.0,0.519,0.121,-7.794,0.0408,146.968,0.0953
Rock,51.0,0.0312,0.504,294240.0,0.718,0.0946,-5.871,0.0277,90.05,0.357
Rock,53.0,0.00567,0.427,219760.0,0.959,0.151,-4.67,0.0711,84.979,0.398
Rock,62.0,0.1,0.539,209829.0,0.894,0.1,-4.483,0.0469,90.004,0.509
Rock,55.0,0.226,0.386,200453.0,0.693,0.153,-3.141,0.0315,155.937,0.395
Rock,55.0,0.346,0.602,180013.0,0.601,0.0735,-5.742,0.0303,145.075,0.553
Rock,54.0,0.719,0.738,204533.0,0.316,0.145,-10.763,0.0357,88.172,0.377
Rock,60.0,0.00406,0.334,153600.0,0.898,0.162,-6.821,0.196,110.364,0.226
Rock,49.0,0.000291,0.549,218100.0,0.801,0.485,-6.622,0.0367,113.849,0.461
Rock,51.0,0.165,0.727,179000.0,0.477,0.114,-7.667,0.055,90.964,0.621
Rock,59.0,0.646,0.722,162547.0,0.451,0.348,-9.035,0.052,137.875,0.458
Rock,52.0,0.00778,0.42,132507.0,0.792,0.214,-5.909,0.028,175.389,0.712
Rock,49.0,0.0775,0.459,330533.0,0.702,0.374,-10.109,0.0937,103.085,0.252
Rock,55.0,0.12,0.585,184676.0,0.542,0.0486,-9.113,0.102,167.825,0.584
Reggaeton,57.0,0.143,0.813,207209.0,0.476,0.139,-7.08,0.22,171.783,0.406
Reggaeton,53.0,0.206,0.792,284654.0,0.552,0.144,-8.472,0.336,125.002,0.224
Reggaeton,56.0,0.367,0.706,229640.0,0.701,0.0861,-5.259,0.0536,179.996,0.707
Reggaeton,53.0,0.213,0.793,175047.0,0.746,0.147,-7.405,0.0545,95.987,0.603
Reggaeton,49.0,0.518,0.708,231549.0,0.732,0.0852,-7.573,0.135,83.846,0.63
Reggaeton,47.0,0.33,0.849,213653.0,0.847,0.0629,-4.81,0.133,94.94,0.82
Reggaeton,46.0,0.518,0.752,179026.0,0.555,0.177,-8.37,0.0485,90.018,0.454
Reggaeton,44.0,0.134,0.898,260300.0,0.434,0.156,-10.65,0.38,132.021,0.318
Reggaeton,46.0,0.0109,0.682,220267.0,0.954,0.217,-2.478,0.0475,123.057,0.888
Reggaeton,47.0,0.24,0.794,189320.0,0.746,0.0637,-4.881,0.111,178.032,0.739
Reggaeton,46.0,0.197,0.769,194560.0,0.889,0.0895,-5.458,0.0899,99.944,0.81
Reggaeton,47.0,0.305,0.792,237027.0,0.899,0.0966,-3.166,0.0965,97.021,0.766
Reggaeton,43.0,0.392,0.727,225453.0,0.579,0.249,-7.87,0.0561,94.02,0.612
Reggaeton,41.0,0.219,0.592,215373.0,0.918,0.805,-3.434,0.0424,165.85,0.805
Reggaeton,38.0,0.0853,0.661,241551.0,0.654,0.0959,-5.181,0.121,144.032,0.265
Reggaeton,39.0,0.488,0.737,424112.0,0.766,0.27,-5.406,0.188,88.027,0.568
Reggaeton,41.0,0.124,0.677,185224.0,0.558,0.0786,-5.718,0.183,95.115,0.344
Reggaeton,36.0,0.327,0.749,202347.0,0.596,0.227,-5.683,0.272,79.88,0.515
Reggaeton,28.0,0.388,0.712,281273.0,0.845,0.475,-4.947,0.0815,167.971,0.932
Reggaeton,46.0,0.469,0.727,249560.0,0.631,0.0765,-6.445,0.0871,160.043,0.86
Reggaeton,30.0,0.23,0.776,264840.0,0.858,0.0304,-5.235,0.179,95.995,0.611
Reggaeton,34.0,0.0554,0.749,224240.0,0.664,0.659,-6.245,0.233,172.04,0.73
Reggaeton,35.0,0.201,0.722,246602.0,0.588,0.486,-8.202,0.258,98.8,0.631
Reggaeton,36.0,0.137,0.636,190573.0,0.807,0.0816,-9.234,0.133,123.684,0.61
Reggaeton,33.0,0.181,0.782,195920.0,0.884,0.881,-4.504,0.0796,107.999,0.879
Reggaeton,38.0,0.232,0.872,186773.0,0.688,0.233,-5.158,0.111,91.984,0.541
Reggaeton,38.0,0.139,0.788,217177.0,0.78,0.311,-8.457,0.0674,110.007,0.901
Reggaeton,31.0,0.182,0.858,264800.0,0.625,0.0648,-7.471,0.133,109.999,0.798
Reggaeton,31.0,0.165,0.692,220134.0,0.73,0.0482,-6.807,0.051,168.017,0.875
Reggaeton,36.0,0.143,0.864,242067.0,0.696,0.0482,-3.342,0.0617,130.01,0.774
Reggaeton,37.0,0.203,0.776,241827.0,0.6,0.926,-11.163,0.1,93.004,0.721
Reggaeton,34.0,0.352,0.831,300208.0,0.715,0.123,-8.188,0.169,105.01,0.594
Reggaeton,38.0,0.132,0.801,250133.0,0.629,0.111,-5.552,0.321,167.346,0.717
Reggaeton,28.0,0.616,0.698,224093.0,0.702,0.291,-5.343,0.0384,96.01,0.769
Reggaeton,28.0,0.617,0.794,188976.0,0.537,0.0668,-8.271,0.0771,93.974,0.966
Reggaeton,38.0,0.206,0.665,215041.0,0.58,0.163,-7.398,0.143,92.054,0.596
Reggaeton,31.0,0.103,0.725,156133.0,0.844,0.143,-5.51,0.0492,94.018,0.474
Reggaeton,28.0,0.224,0.821,228147.0,0.939,0.231,-4.217,0.0434,110.021,0.944
Reggaeton,34.0,0.193,0.687,213187.0,0.927,0.107,-4.187,0.0658,98.01,0.857
Reggaeton,30.0,0.0106,0.765,262147.0,0.845,0.263,-4.054,0.05,172.029,0.71
Reggaeton,21.0,0.333,0.739,201853.0,0.67,0.329,-7.761,0.0404,96.982,0.447
Reggaeton,33.0,0.291,0.701,173760.0,0.907,0.259,-3.585,0.0632,90.01,0.852
Reggaeton,23.0,0.00341,0.76,281373.0,0.895,0.868,-5.142,0.0994,106.678,0.832
Reggaeton,35.0,0.0556,0.66,210227.0,0.844,0.379,-3.277,0.0504,98.053,0.647
Reggaeton,38.0,0.0912,0.725,191523.0,0.84,0.0798,-4.59,0.23,184.025,0.922
Reggaeton,19.0,0.222,0.763,209347.0,0.841,0.0642,-4.015,0.201,88.051,0.606
Reggaeton,26.0,0.0836,0.707,223253.0,0.764,0.0786,-6.487,0.105,171.997,0.918
Reggaeton,30.0,0.0256,0.579,266080.0,0.783,0.216,-6.623,0.173,184.257,0.523
Reggaeton,26.0,0.235,0.798,226667.0,0.718,0.0884,-5.89,0.0521,90.037,0.834
Reggaeton,33.0,0.0668,0.564,162333.0,0.755,0.0606,-4.778,0.0653,83.822,0.352
Reggaeton,19.0,0.223,0.713,206987.0,0.625,0.114,-8.407,0.0249,83.01,0.711
Reggaeton,25.0,0.467,0.66,265587.0,0.547,0.0706,-7.389,0.0447,135.98,0.319
Reggaeton,27.0,0.176,0.714,203885.0,0.552,0.119,-8.496,0.105,179.869,0.745
Reggaeton,23.0,0.353,0.643,223293.0,0.766,0.0638,-5.101,0.0539,172.043,0.58
Reggaeton,35.0,0.075,0.722,217500.0,0.775,0.0873,-5.128,0.0609,91.966,0.896
Reggaeton,17.0,0.14,0.842,161613.0,0.605,0.0627,-5.298,0.403,91.991,0.619
Reggaeton,27.0,0.471,0.827,185080.0,0.903,0.187,-5.226,0.14,85.029,0.585
Reggaeton,29.0,0.644,0.877,252653.0,0.749,0.292,-3.408,0.058,144.067,0.96
Reggaeton,27.0,0.0789,0.737,222360.0,0.81,0.065,-7.071,0.0407,95.011,0.705
Reggaeton,25.0,0.575,0.73,172907.0,0.666,0.33,-4.086,0.189,85.975,0.253
Reggaeton,28.0,0.153,0.755,223521.0,0.667,0.0862,-4.163,0.0497,91.997,0.681
Reggaeton,29.0,0.265,0.74,243587.0,0.767,0.205,-2.903,0.0438,92.011,0.677
Reggaeton,12.0,0.0225,0.607,165053.0,0.897,0.987,-5.351,0.0894,107.809,0.36
Reggaeton,20.0,0.313,0.728,199160.0,0.881,0.144,-3.22,0.0414,127.981,0.944
Reggaeton,22.0,0.189,0.774,172533.0,0.707,0.463,-9.522,0.279,95.049,0.593
Reggaeton,20.0,0.046,0.831,212187.0,0.81,0.0497,-5.93,0.205,119.997,0.836
Reggaeton,25.0,0.408,0.58,212013.0,0.58,0.109,-6.492,0.0295,135.929,0.275
Reggaeton,34.0,0.0699,0.704,210796.0,0.897,0.317,-4.049,0.0721,97.013,0.904
Reggaeton,23.0,0.82,0.72,215954.0,0.752,0.326,-3.305,0.033,91.577,0.846
Rock,71.0,0.0801,0.635,208760.0,0.675,0.0831,-3.445,0.0263,113.946,0.273
Rock,75.0,0.385,0.525,194187.0,0.685,0.0731,-3.954,0.0351,78.003,0.54
Rock,73.0,0.214,0.668,231933.0,0.906,0.135,-4.881,0.17,135.653,0.507
Rock,66.0,0.0117,0.292,275395.0,0.823,0.155,-6.763,0.0407,89.939,0.244
Rock,65.0,0.0186,0.486,257227.0,0.563,0.074,-12.264,0.0334,105.538,0.678
Rock,69.0,0.00584,0.478,177280.0,0.915,0.386,-3.858,0.0652,154.955,0.703
Rock,67.0,0.0414,0.555,335267.0,0.89,0.147,-5.533,0.0309,96.987,0.513
Rock,67.0,0.349,0.689,320654.0,0.338,0.0649,-7.634,0.0629,128.012,0.568
Rock,67.0,0.0134,0.656,186627.0,0.696,0.0753,-5.917,0.0261,108.015,0.966
Classical,26.0,0.994,0.48,265960.0,0.076,0.119,-19.035,0.0448,75.432,0.106
Jazz,45.0,0.147,0.912,232381.0,0.852,0.0496,-5.599,0.118,125.989,0.817
Jazz,37.0,0.424,0.825,201600.0,0.862,0.285,-2.072,0.0575,103.492,0.965
Jazz,40.0,0.178,0.639,86163.0,0.265,0.112,-10.29,0.197,78.039,0.298
Jazz,40.0,0.351,0.583,267320.0,0.861,0.101,-9.453,0.0684,98.463,0.96
Jazz,41.0,0.911,0.827,166440.0,0.146,0.117,-17.926,0.0506,118.809,0.4
Jazz,43.0,0.834,0.714,195173.0,0.295,0.135,-12.652,0.0347,131.566,0.532
Jazz,42.0,0.163,0.74,140245.0,0.591,0.11,-6.908,0.034,89.006,0.693
Jazz,45.0,0.206,0.765,233947.0,0.731,0.0884,-7.516,0.0408,134.046,0.869
Jazz,37.0,0.534,0.326,306627.0,0.613,0.0876,-7.953,0.0444,177.195,0.455
Jazz,33.0,0.407,0.616,196867.0,0.694,0.361,-8.168,0.0325,124.051,0.703
Jazz,39.0,0.81,0.516,256467.0,0.306,0.178,-15.786,0.0356,138.777,0.496
Jazz,42.0,0.946,0.552,183293.0,0.432,0.208,-7.513,0.0317,70.754,0.631
Jazz,38.0,0.81,0.654,352693.0,0.635,0.0949,-10.315,0.0404,101.042,0.743
Jazz,34.0,0.912,0.546,389293.0,0.196,0.105,-11.154,0.0423,143.762,0.325
Jazz,40.0,0.0172,0.652,420573.0,0.364,0.692,-13.16,0.047,139.003,0.285
Jazz,38.0,0.691,0.699,278240.0,0.501,0.326,-10.412,0.037,96.017,0.487
Jazz,41.0,0.934,0.593,255773.0,0.213,0.128,-17.236,0.0338,82.057,0.565
Jazz,40.0,0.769,0.254,223600.0,0.288,0.0675,-10.139,0.0319,81.859,0.101
Jazz,38.0,0.9,0.2,196227.0,0.266,0.514,-12.344,0.0296,69.881,0.103
Jazz,44.0,0.662,0.736,290827.0,0.481,0.0859,-11.962,0.0662,115.049,0.802
Jazz,33.0,0.483,0.708,278893.0,0.632,0.0565,-10.143,0.0361,98.977,0.691
Jazz,39.0,0.321,0.6,265960.0,0.743,0.0609,-6.821,0.0343,98.736,0.738
Jazz,31.0,0.816,0.73,244613.0,0.626,0.123,-11.021,0.0299,115.954,0.757
Jazz,45.0,0.615,0.672,221107.0,0.457,0.124,-6.29,0.0298,100.076,0.665
Jazz,37.0,0.965,0.524,451440.0,0.153,0.334,-18.624,0.0528,72.248,0.326
Jazz,45.0,0.0158,0.822,235188.0,0.549,0.0857,-8.203,0.156,122.865,0.589
Jazz,39.0,0.702,0.236,171987.0,0.429,0.0696,-13.576,0.0467,84.686,0.356
Jazz,36.0,0.169,0.271,157117.0,0.699,0.278,-8.508,0.0455,149.292,0.197
Jazz,33.0,0.678,0.538,297480.0,0.484,0.91,-17.204,0.0424,112.496,0.872
Jazz,39.0,0.0349,0.581,439160.0,0.855,0.071,-6.23,0.0342,95.264,0.531
Jazz,36.0,0.702,0.814,219853.0,0.308,0.105,-13.034,0.0347,114.09,0.522
Jazz,28.0,0.349,0.442,564239.0,0.722,0.221,-6.883,0.0342,89.708,0.476
Jazz,32.0,0.376,0.548,170800.0,0.799,0.111,-6.149,0.16,140.089,0.856
Jazz,39.0,0.892,0.214,162253.0,0.271,0.143,-12.187,0.0365,92.937,0.211
Jazz,32.0,0.66,0.687,264000.0,0.602,0.105,-8.951,0.0357,90.028,0.69
Jazz,38.0,0.732,0.624,277267.0,0.354,0.0858,-9.762,0.0725,172.97,0.709
Jazz,29.0,0.726,0.738,315893.0,0.494,0.0743,-10.237,0.117,81.26,0.855
Jazz,29.0,0.356,0.676,259520.0,0.736,0.045,-6.177,0.0315,81.029,0.692
Jazz,34.0,0.307,0.748,306613.0,0.387,0.114,-13.702,0.045,121.431,0.542
Jazz,38.0,0.211,0.651,189933.0,0.868,0.145,-8.83,0.296,95.528,0.662
Jazz,41.0,0.0392,0.799,277973.0,0.611,0.0769,-8.562,0.0591,119.985,0.701
Jazz,38.0,0.682,0.522,308667.0,0.19,0.699,-20.128,0.0358,98.903,0.521
Jazz,33.0,0.747,0.392,294693.0,0.593,0.109,-9.666,0.0359,157.626,0.165
Jazz,41.0,0.00096,0.83,288053.0,0.817,0.112,-6.539,0.077,107.908,0.622
Jazz,39.0,0.00113,0.535,208947.0,0.742,0.209,-9.207,0.0304,159.912,0.474
Jazz,44.0,0.828,0.525,236865.0,0.393,0.239,-10.892,0.0437,86.847,0.308
Jazz,42.0,0.329,0.745,364440.0,0.421,0.221,-13.265,0.0563,77.009,0.667
Jazz,43.0,0.899,0.489,269291.0,0.142,0.104,-16.016,0.0579,75.534,0.332
Jazz,36.0,0.354,0.815,270013.0,0.519,0.0827,-6.752,0.0825,94.014,0.864
Jazz,43.0,0.686,0.446,277469.0,0.359,0.112,-14.183,0.0343,78.841,0.297
Soul,79.0,0.114,0.697,214827.0,0.809,0.183,-8.197,0.0302,125.941,0.98
Soul,70.0,0.213,0.65,166973.0,0.323,0.187,-8.698,0.0283,110.962,0.276
Soul,67.0,0.21,0.503,233601.0,0.581,0.257,-7.007,0.0881,94.555,0.633
Soul,67.0,0.537,0.512,218073.0,0.511,0.115,-4.412,0.324,88.816,0.651
Soul,65.0,0.372,0.775,211862.0,0.539,0.225,-4.303,0.0881,144.966,0.624
Soul,56.0,0.0116,0.767,189677.0,0.469,0.0897,-6.006,0.102,93.018,0.539
Soul,53.0,0.16,0.772,385573.0,0.925,0.415,-7.467,0.117,113.607,0.717
Soul,61.0,0.989,0.371,211533.0,0.0275,0.115,-20.273,0.0375,127.943,0.155
Soul,53.0,0.746,0.532,212680.0,0.573,0.199,-8.48,0.0362,83.759,0.495
Soul,57.0,0.277,0.726,243413.0,0.861,0.0589,-5.172,0.0695,91.962,0.711
Soul,59.0,0.114,0.773,218135.0,0.766,0.0997,-6.281,0.0452,107.012,0.662
Soul,56.0,0.483,0.578,226000.0,0.58,0.289,-6.895,0.157,145.868,0.249
Soul,53.0,0.909,0.63,152701.0,0.435,0.274,-10.76,0.253,80.689,0.3
Soul,46.0,0.267,0.776,499400.0,0.768,0.983,-5.019,0.0502,101.591,0.838
Soul,56.0,0.0644,0.814,283827.0,0.497,0.0919,-8.73,0.136,104.59,0.674
Soul,58.0,0.0423,0.839,190480.0,0.572,0.0905,-5.312,0.0945,97.991,0.404
Soul,51.0,0.00919,0.705,180773.0,0.681,0.275,-4.776,0.0263,103.032,0.76
Soul,37.0,0.264,0.851,160177.0,0.67,0.115,-7.063,0.283,119.994,0.614
Soul,44.0,0.0936,0.672,267347.0,0.622,0.52,-4.739,0.0496,79.033,0.419
Soul,32.0,0.481,0.663,148413.0,0.562,0.124,-9.665,0.0627,122.152,0.965
Soul,40.0,0.0371,0.72,172559.0,0.759,0.101,-7.774,0.0804,101.317,0.61
Soul,33.0,0.324,0.661,353280.0,0.507,0.076,-10.519,0.0453,73.246,0.82
Soul,31.0,0.0204,0.884,353173.0,0.906,0.138,-7.284,0.0857,132.03,0.756
Soul,37.0,0.655,0.857,177800.0,0.645,0.11,-11.397,0.0574,103.847,0.961
Soul,42.0,0.0831,0.716,209560.0,0.601,0.0401,-10.808,0.0514,109.852,0.643
World,68.0,0.514,0.458,342493.0,0.486,0.574,-8.147,0.0258,72.484,0.363
World,55.0,0.0625,0.454,426320.0,0.587,0.81,-7.434,0.0362,119.789,0.167
World,53.0,0.00454,0.511,245973.0,0.579,0.107,-6.891,0.0303,126.015,0.138
World,52.0,0.0396,0.56,190731.0,0.833,0.0822,-4.796,0.076,102.088,0.514
World,52.0,0.00171,0.612,183707.0,0.83,0.125,-4.361,0.0464,103.84,0.525
World,49.0,0.0155,0.499,239987.0,0.829,0.077,-3.674,0.0459,86.03,0.487
World,49.0,0.198,0.532,329498.0,0.632,0.279,-7.501,0.0324,72.992,0.262
World,47.0,0.861,0.614,241173.0,0.132,0.11,-12.217,0.0323,79.928,0.329
World,48.0,0.942,0.109,610213.0,0.00822,0.129,-28.425,0.0529,75.629,0.0321
World,44.0,0.92,0.373,251303.0,0.0851,0.108,-10.6,0.0312,75.232,0.28
World,48.0,0.177,0.482,240067.0,0.636,0.172,-5.857,0.0295,138.184,0.411
World,44.0,0.581,0.537,351718.0,0.348,0.176,-9.276,0.0315,130.151,0.238
World,44.0,0.404,0.347,298169.0,0.416,0.0669,-7.006,0.0299,143.529,0.343
World,44.0,0.453,0.613,200933.0,0.695,0.119,-5.97,0.0329,109.99,0.519
World,39.0,0.346,0.356,325289.0,0.427,0.115,-6.923,0.0289,143.857,0.107
World,41.0,0.557,0.537,134627.0,0.828,0.0963,-7.698,0.0464,126.757,0.92
World,36.0,0.913,0.325,337808.0,0.238,0.196,-11.272,0.0339,96.87,0.246
World,47.0,0.822,0.599,547133.0,0.406,0.112,-19.881,0.0368,134.762,0.326
World,43.0,0.837,0.151,467133.0,0.142,0.0985,-18.89,0.032,79.16,0.0374
World,40.0,0.0318,0.494,212963.0,0.892,0.0816,-4.139,0.0942,127.898,0.369
World,34.0,0.074,0.414,361240.0,0.612,0.22,-6.839,0.0274,83.01,0.125
