property_type,property_bedrooms,property_rooms,property_surface_total,property_surface_covered,latitud,longitud,tipo_precio
Departamento,2.0,3.0,67.0,61.0,-34.6044155829,-58.4145748615,medio
Departamento,1.0,1.0,32.0,28.0,-34.566327,-58.449326,alto
Departamento,2.0,3.0,50.0,40.0,-34.6237933,-58.4022563,bajo
Departamento,1.0,2.0,33.0,26.0,-34.6072143,-58.4294311,medio
Departamento,2.0,3.0,82.0,69.0,-34.557917,-58.4599067,medio
Casa,4.0,5.0,211.0,131.0,-34.6940618189,-58.4661054611,bajo
Departamento,2.0,3.0,72.0,63.0,-34.557843336,-58.4532639013,medio
Departamento,1.0,1.0,27.0,25.0,-34.6305381,-58.378409,bajo
Departamento,1.0,1.0,26.0,26.0,-34.6128187,-58.3775789,medio
Departamento,1.0,2.0,54.0,47.0,-34.6058474,-58.4677164,bajo
PH,2.0,3.0,61.0,55.0,-34.6506497362,-58.5107588768,medio
Departamento,3.0,4.0,117.0,110.0,-34.6104055,-58.3628731,alto
Departamento,2.0,3.0,66.0,63.0,-34.5744789,-58.4826594,medio
Departamento,4.0,5.0,180.0,116.80582928173912,-34.5886398,-58.3905147,medio
Departamento,3.0,4.0,138.0,123.0,-34.6125649,-58.3617341,alto
Departamento,2.0,3.0,68.0,64.0,-34.6194632,-58.3973905,bajo
Departamento,1.0,2.0,45.0,37.0,-34.5938971,-58.5051917,medio
Departamento,1.0,2.0,38.0,34.0,-34.597365,-58.376959,medio
PH,2.0,3.0,80.0,66.0,-34.624894,-58.5172331,medio
Departamento,1.0,2.0,47.0,41.0,-34.5971577,-58.4103591,medio
Departamento,2.0,3.0,51.0,51.0,-34.623214,-58.412418,bajo
Departamento,3.0,4.0,128.0,121.0,-34.5543071,-58.4582496,alto
Departamento,2.0,3.0,105.0,96.0,-34.5934743,-58.3784703,medio
Departamento,1.0,2.0,71.79987285611506,43.0,-34.591827,-58.4226121,bajo
Departamento,1.0,1.0,31.0,27.0,-34.572682,-58.485814,medio
Departamento,1.0,2.0,40.0,37.0,-34.5583348,-58.45572,medio
Casa,5.0,6.0,170.0,170.0,-34.631343,-58.527205,medio
Departamento,1.0,1.0,39.0,37.0,-34.5946935,-58.4210627,medio
Departamento,3.0,4.0,140.0,112.0,-34.5621109,-58.4595856,bajo
Departamento,3.0,5.0,100.0,100.0,-34.6264416,-58.3829705,bajo
PH,1.0,2.0,40.0,40.0,-34.6237496,-58.4011463,medio
Departamento,2.0,3.0,69.0,64.0,-34.6262899,-58.4376325,alto
Departamento,3.0,4.0,85.0,85.0,-34.6313948,-58.4881538,bajo
Departamento,1.0,1.0,26.0,26.0,-34.6154957,-58.4004269,medio
Departamento,3.0,4.0,88.0,77.0,-34.5883420796,-58.4197126804,alto
PH,2.0,3.0,90.0,75.0,-34.6169465,-58.422593,alto
Departamento,1.0,1.0,36.0,28.0,-34.586885,-58.451932,medio
Departamento,1.0,2.0,62.0,62.0,-34.5909569,-58.445452,medio
Departamento,1.0,1.0,30.0,25.0,-34.590028,-58.39521,medio
PH,2.0,2.0,80.0,64.0,-34.6075949,-58.4290478,medio
Departamento,1.0,2.0,41.0,38.0,-34.5864937,-58.4045523,medio
Departamento,1.0,2.0,45.0,40.0,-34.6218403,-58.406776,bajo
Departamento,2.0,3.0,82.0,70.0,-34.627906,-58.432383,medio
Departamento,1.0,2.0,43.0,43.0,-34.6177032,-58.4001954,bajo
Casa,3.0,4.0,150.0,120.0,-34.5935476584,-58.5018381193,bajo
PH,3.0,4.0,206.0,160.0,-34.6435767,-58.458217,medio
Departamento,1.0,2.0,36.0,36.0,-34.618798,-58.4411402,bajo
Departamento,2.0,3.0,62.0,62.0,-34.6087481,-58.4247522,alto
Departamento,1.0,2.0,44.0,38.0,-34.6304362,-58.4172556,bajo
Departamento,1.0,2.0,39.0,35.0,-34.5867097,-58.4190972,alto
PH,4.0,6.0,211.0,195.0,-34.6604039,-58.4310713,bajo
Departamento,1.0,2.0,49.0,44.0,-34.5991875169,-58.4828183159,medio
PH,3.0,4.0,113.0,86.0,-34.632332,-58.4530107,medio
Departamento,3.0,4.0,146.83217281497338,130.0,-34.6255047,-58.4686292,medio
Departamento,1.0,1.0,41.0,36.0,-34.6200943042,-58.3881732691,medio
PH,1.0,2.0,45.0,38.0,-34.552412,-58.4978042,alto
Departamento,1.0,2.0,59.0,59.0,-34.5542715,-58.4576679,alto
Departamento,2.0,3.0,44.0,41.0,-34.6083516,-58.4171175,medio
Departamento,1.0,2.0,44.0,44.0,-34.6112789,-58.4551467,bajo
Departamento,1.0,2.0,35.0,31.0,-34.622375,-58.4346642,medio
Departamento,1.0,1.0,36.0,32.0,-34.5940120051,-58.4414834712,medio
PH,2.0,3.0,145.0,101.32718738352725,-34.5797911,-58.4738882,medio
Departamento,2.0,3.0,23.0,23.0,-34.6159597,-58.4374571,alto
Departamento,2.0,3.0,52.0,50.0,-34.6291262844,-58.3658892561,bajo
Departamento,1.0,1.0,38.0,34.0,-34.601637,-58.45912,bajo
Departamento,3.0,4.0,52.0,52.0,-34.6180138,-58.4684086,medio
Departamento,2.0,3.0,72.0,59.0,-34.583905,-58.462426,bajo
Departamento,1.0,2.0,45.0,35.0,-34.6241671,-58.3783017,bajo
Departamento,2.0,3.0,81.0,81.0,-34.5782,-58.4349,alto
Departamento,1.0,2.0,34.0,34.0,-34.6184491,-58.4286787,medio
Departamento,1.0,2.0,53.0,33.0,-34.563944,-58.4621782,bajo
Departamento,1.0,2.0,40.0,36.0,-34.6177091,-58.4214738,medio
PH,2.0,3.0,83.0,77.0,-34.5587943,-58.4628448,alto
Departamento,1.0,1.0,23.0,23.0,-34.61367,-58.407122,bajo
Departamento,1.0,2.0,46.0,42.0,-34.6119215446,-58.3732274423,bajo
Departamento,2.0,3.0,59.0,56.0,-34.5937861,-58.432528,alto
Departamento,2.0,3.0,64.0,64.0,-34.6045099,-58.3909082,bajo
Departamento,3.0,4.0,151.0,98.0,-34.5619172,-58.4788825,medio
Departamento,3.0,4.0,82.0,78.0,-34.564226,-58.439895,medio
Departamento,2.0,3.0,154.59413487968288,139.0,-34.5958701,-58.4028154,medio
Departamento,1.0,1.0,31.0,28.0,-34.615837,-58.4445572,medio
Departamento,2.0,3.0,64.0,64.0,-34.5757022,-58.4226467,alto
Departamento,2.0,3.0,73.0,71.0,-34.6203136,-58.4368879,alto
Departamento,3.0,4.0,82.0,80.0,-34.5954871,-58.4097801,medio
Departamento,1.0,2.0,42.0,42.0,-34.594815,-58.4107397,bajo
Departamento,3.0,4.0,128.0,118.0,-34.5697552,-58.4415898,alto
PH,1.0,2.0,86.0,60.0,-34.5810965,-58.4258319,bajo
Departamento,3.0,4.0,87.0,80.0,-34.6159782,-58.3961141,bajo
PH,2.0,3.0,83.0,83.0,-34.6328795,-58.4238758,medio
PH,2.0,3.0,69.0,69.0,-34.57739,-58.475421,alto
Departamento,1.0,2.0,37.0,37.0,-34.580344,-58.459045,medio
Departamento,1.0,2.0,53.12227404338167,53.12227404338167,-34.5401596,-58.46835,medio
Departamento,1.0,2.0,78.0,52.0,-34.5979825,-58.4258133,bajo
Departamento,2.0,3.0,82.0,71.0,-34.576289,-58.435162,medio
Departamento,1.0,2.0,48.0,44.0,-34.6306296,-58.4665635,bajo
Departamento,1.0,2.0,43.0,43.0,-34.637676,-58.496546,medio
Departamento,2.0,3.0,110.0,70.0,-34.54457,-58.4620939,medio
Departamento,1.0,2.0,83.0,44.0,-34.625794,-58.4415754,bajo
Departamento,2.0,3.0,86.0,82.0,-34.5971042,-58.3858256,medio
Departamento,3.0,4.0,96.0,92.0,-34.5668725,-58.462799,alto
Departamento,4.0,5.0,130.0,94.693483712865,-34.6271003,-58.471119,medio
Departamento,3.0,4.0,75.0,72.0,-34.5986432,-58.4148704,alto
PH,1.0,2.0,30.0,30.0,-34.6176606,-58.4205584,medio
Departamento,1.0,2.0,70.0,68.15866903021606,-34.6180837,-58.3599116,alto
PH,2.0,3.0,91.0,82.0,-34.6274347,-58.4084538,medio
Departamento,1.0,1.0,42.0,36.0,-34.5627765,-58.4767294,bajo
Departamento,3.0,4.0,176.0,160.0,-34.5914309,-58.3780509,alto
Departamento,3.0,4.0,82.0,82.0,-34.6137475,-58.494627,bajo
Departamento,1.0,1.0,52.0,38.0,-34.618129,-58.500609,medio
Departamento,1.0,1.0,39.0,36.0,-34.57536,-58.441559,medio
Departamento,1.0,2.0,61.0,55.0,-34.5680975,-58.435397,alto
Departamento,1.0,1.0,33.0,33.0,-34.6129003091,-58.4801940455,medio
PH,3.0,6.0,168.0,123.0,-34.5641032,-58.4857032,medio
Departamento,2.0,3.0,89.0,78.0,-34.5660071917,-58.4539505468,medio
PH,2.0,3.0,85.0,58.0,-34.5885627381,-58.3851242065,medio
Departamento,1.0,2.0,58.0,52.0,-34.6034292,-58.4009027,alto
Departamento,2.0,3.0,198.0,139.0,-34.5808123,-58.4916789,medio
Departamento,1.0,2.0,56.0,53.0,-34.574291,-58.4594935,alto
Departamento,3.0,4.0,112.0,100.0,-34.5745835,-58.423848,alto
Departamento,2.0,3.0,77.0,58.0,-34.5545188,-58.4915986,medio
Departamento,1.0,2.0,38.0,33.0,-34.6183715,-58.4785929,bajo
Departamento,1.0,2.0,47.0,47.0,-34.5924228,-58.4968413,bajo
Departamento,3.0,4.0,120.0,104.0,-34.5929967,-58.4153964,alto
Departamento,1.0,2.0,42.0,36.0,-34.6029088,-58.4127178,medio
Departamento,2.0,4.0,73.0,73.0,-34.5952295,-58.4093008,medio
Departamento,2.0,3.0,102.0,65.0,-34.6412563,-58.4461871,bajo
Departamento,1.0,1.0,48.0,45.0,-34.5950282,-58.3973789,alto
Casa,2.0,3.0,94.0,64.0,-34.5876422,-58.3979499,alto
PH,2.0,3.0,100.0,100.0,-34.617007,-58.414232,bajo
Departamento,1.0,1.0,35.0,35.0,-34.5840965,-58.4460786,alto
Departamento,1.0,1.0,28.0,28.0,-34.5906945,-58.4356814,alto
Departamento,1.0,2.0,49.0,40.0,-34.597169622,-58.488298453,medio
Departamento,2.0,3.0,50.0,50.0,-34.6857054,-58.4595136,bajo
Departamento,1.0,1.0,42.0,38.0,-34.6054911,-58.4313178,medio
Departamento,2.0,3.0,67.0,67.0,-34.608687,-58.4202945,medio
Departamento,1.0,2.0,35.0,31.0,-34.5390251,-58.4652779,medio
PH,2.0,3.0,50.0,50.0,-34.6317703,-58.4854776,medio
Departamento,1.0,2.0,51.795533309249215,51.795533309249215,-34.5847576,-58.4121034,bajo
Departamento,1.0,2.0,53.0,49.0,-34.5976123,-58.4193162,medio
Departamento,1.0,2.0,38.0,35.0,-34.560979,-58.462238,medio
PH,2.0,3.0,72.0,58.0,-34.6419192,-58.5065492,alto
PH,3.0,6.0,169.0,142.0,-34.6612997,-58.5123784,bajo
Departamento,2.0,3.0,86.46135675612186,60.0,-34.6178651,-58.4332011,bajo
Departamento,3.0,4.0,107.0,84.52180475118291,-34.5664783,-58.4341001,medio
Departamento,2.0,3.0,73.0,53.0,-34.554398,-58.4562196,medio
Departamento,1.0,2.0,47.0,42.0,-34.6065895,-58.4618383,bajo
Departamento,2.0,3.0,53.0,48.0,-34.5795894,-58.4600864,medio
PH,2.0,3.0,74.0,64.0,-34.623435,-58.483629,medio
Departamento,1.0,2.0,40.0,40.0,-34.623977,-58.4245654,medio
Departamento,1.0,2.0,68.0,48.0,-34.591633,-58.4187905,medio
Departamento,3.0,4.0,147.0,147.0,-34.5786665,-58.4137467,medio
Departamento,2.0,3.0,106.0,102.0,-34.611865,-58.394063,bajo
Departamento,1.0,2.0,66.0,66.0,-34.5463907428,-58.4779284,medio
Departamento,3.0,4.0,128.0,83.0,-34.601399,-58.486629,bajo
Departamento,2.0,3.0,74.0,66.0,-34.562520416,-58.4586811066,medio
PH,2.0,3.0,67.0,58.0,-34.6135735,-58.4014876,bajo
Departamento,1.0,1.0,30.0,26.0,-34.5702291,-58.4498383,alto
Departamento,2.0,3.0,56.0,56.0,-34.538882,-58.4699994,medio
Departamento,1.0,1.0,34.0,30.0,-34.5768176,-58.4973908,medio
Departamento,1.0,2.0,51.0,47.0,-34.5867838,-58.451005,medio
Departamento,1.0,2.0,47.0,40.0,-34.5710629,-58.4850572,alto
Departamento,2.0,3.0,50.0,50.0,-34.6238882,-58.4466541,medio
Departamento,3.0,4.0,85.0,80.0,-34.6009428,-58.402444,medio
Departamento,1.0,1.0,34.0,29.0,-34.5444664,-58.4710322,medio
Departamento,1.0,2.0,93.0,53.0,-34.5810605,-58.4322339,medio
Departamento,1.0,2.0,36.0,36.0,-34.594831,-58.427286,medio
Departamento,1.0,2.0,51.0,46.0,-34.622845,-58.4387089,medio
Departamento,3.0,4.0,74.0,71.0,-34.6215574383,-58.4765889394,bajo
Departamento,3.0,4.0,123.0,106.0,-34.6447946,-58.5106482,medio
Departamento,1.0,2.0,55.0,47.0,-34.6165731954,-58.4124753577,bajo
Departamento,2.0,3.0,82.0,77.0,-34.6225633523,-58.4440750492,medio
Departamento,1.0,1.0,32.0,28.0,-34.5899681,-58.448835,alto
Departamento,2.0,3.0,120.0,113.0,-34.5925237,-58.3989083,alto
Departamento,4.0,6.0,163.0,89.0,-34.6074673,-58.3836393,bajo
PH,2.0,3.0,144.0,80.0,-34.5782393,-58.4648002,bajo
Departamento,3.0,5.0,86.0,86.0,-34.6236594,-58.3785408,bajo
Departamento,2.0,3.0,60.0,54.0,-34.5601594,-58.4715658,medio
PH,1.0,2.0,78.0,78.0,-34.5672383209,-58.4964466095,medio
Departamento,3.0,6.0,109.0,109.0,-34.567886,-58.4279574,alto
Departamento,1.0,2.0,37.0,37.0,-34.587091551,-58.4058043497,medio
Departamento,1.0,1.0,35.0,32.0,-34.5828206,-58.4744631,medio
Departamento,3.0,4.0,81.0,64.0,-34.608451,-58.449154,medio
Departamento,3.0,4.0,168.0,160.0,-34.5950167475,-58.3934128,medio
Departamento,3.0,4.0,119.0,96.0,-34.5989,-58.4293,bajo
Departamento,2.0,3.0,71.0,64.0,-34.630864,-58.466791,bajo
Departamento,1.0,2.0,57.0,57.0,-34.5444994,-58.4824903,medio
Departamento,2.0,3.0,62.0,59.0,-34.6204992,-58.5052642,medio
Departamento,1.0,2.0,59.0,47.0,-34.5613612,-58.4637579,alto
Departamento,1.0,2.0,48.0,39.0,-34.6294244,-58.4522518,alto
Departamento,1.0,2.0,55.0,50.0,-34.5473082068,-58.4766426025,alto
Departamento,1.0,2.0,54.0,37.0,-34.5732816,-58.4412621,alto
PH,1.0,2.0,67.0,52.0,-34.562659,-58.4740151,alto
Departamento,2.0,3.0,71.0,63.0,-34.613187,-58.3976971,medio
Casa,4.0,5.0,150.0,130.0,-34.6458562,-58.4851927,bajo
PH,1.0,2.0,69.21255216787857,40.0,-34.6520522,-58.5261257,bajo
Departamento,1.0,1.0,38.0,35.0,-34.6149843,-58.3789755,medio
Departamento,1.0,2.0,46.0,40.0,-34.6305803,-58.4186335,medio
Departamento,3.0,4.0,138.20777052085174,120.0,-34.5875501,-58.4090465,medio
Departamento,1.0,2.0,72.66231308552722,44.0,-34.5951983,-58.4411453,medio
PH,3.0,4.0,180.0,150.0,-34.5630547,-58.4764363,medio
PH,2.0,3.0,118.0,60.0,-34.608835,-58.521541,bajo
Departamento,2.0,3.0,77.0,74.0,-34.6224787,-58.4380765,medio
Departamento,2.0,3.0,60.0,60.0,-34.61851279,-58.3996335153,medio
Departamento,2.0,3.0,87.32379698553402,61.0,-34.6101837,-58.388176,bajo
Departamento,3.0,4.0,120.0,110.0,-34.5948369109,-58.4025547873,medio
Departamento,1.0,2.0,45.0,39.0,-34.570723,-58.495989,medio
Departamento,3.0,4.0,141.0,133.0,-34.597085,-58.386066,medio
Departamento,1.0,2.0,65.76279125022991,36.0,-34.5979593,-58.442389,bajo
Departamento,2.0,3.0,70.0,66.0,-34.6210065,-58.4608596,medio
PH,3.0,5.0,145.0,130.0,-34.6522239,-58.3865538,bajo
Departamento,1.0,2.0,130.0,128.0,-34.5729679,-58.4543015,bajo
Departamento,1.0,2.0,61.0,51.0,-34.5822353,-58.472744,medio
Departamento,1.0,2.0,33.0,33.0,-34.6130707,-58.4428953,bajo
Departamento,1.0,2.0,86.0,59.0,-34.5675642,-58.4565002,alto
Departamento,2.0,4.0,107.0,76.0,-34.5858334617,-58.4215489534,medio
Departamento,1.0,2.0,53.0,48.0,-34.6289881335,-58.4507846832,medio
Departamento,1.0,2.0,32.0,30.0,-34.6059333,-58.4291016,medio
Departamento,1.0,2.0,49.0,42.0,-34.557717,-58.4516913,medio
Departamento,2.0,3.0,78.0,70.0,-34.6058346,-58.3939226,bajo
Departamento,2.0,3.0,90.0,76.0,-34.6007424,-58.4267196,medio
PH,3.0,5.0,152.0,124.0,-34.5629582,-58.4605435,medio
Departamento,2.0,3.0,69.0,69.0,-34.5535139,-58.4610366,alto
Departamento,2.0,3.0,65.0,65.0,-34.6156043,-58.3878307,bajo
Departamento,2.0,3.0,88.0,88.0,-34.6129706,-58.4221953,medio
Departamento,3.0,4.0,219.0,182.0,-34.5649482,-58.4418101,alto
Departamento,2.0,3.0,78.0,78.0,-34.5788865,-58.483031,alto
Departamento,1.0,2.0,43.0,38.0,-34.6313716,-58.4598888,medio
Departamento,1.0,1.0,40.0,33.0,-34.556828,-58.4648371,medio
PH,1.0,2.0,50.0,48.0,-34.5491453,-58.4600856,alto
Departamento,3.0,4.0,92.0,82.0,-34.54971,-58.467351,alto
Departamento,3.0,4.0,102.0,92.0,-34.6358196,-58.4076359,bajo
Departamento,1.0,1.0,30.0,27.0,-34.5886174,-58.4200778,alto
Departamento,2.0,4.0,97.0,87.0,-34.5508018,-58.4626416,medio
PH,3.0,4.0,151.0,120.0,-34.5578575,-58.4501614,alto
Departamento,1.0,2.0,51.0,46.0,-34.6042021,-58.426116,medio
Departamento,3.0,4.0,108.0,94.0,-34.5995194,-58.4950134,medio
Departamento,2.0,3.0,61.0,57.0,-34.61476,-58.4199283,medio
Departamento,2.0,3.0,56.0,56.0,-34.6032748,-58.4639271,medio
Departamento,2.0,3.0,65.0,61.0,-34.6375004,-58.4777171,medio
PH,1.0,1.0,39.0,36.0,-34.658554,-58.501381,medio
Departamento,2.0,3.0,56.0,52.0,-34.567085,-58.481789,medio
Departamento,1.0,1.0,35.0,35.0,-34.6121712,-58.4058144,bajo
Departamento,1.0,1.0,30.0,27.0,-34.5999438011,-58.3981981683,medio
Departamento,1.0,1.0,30.0,30.0,-34.593557,-58.397163,medio
Departamento,1.0,2.0,58.0,51.0,-34.5593787,-58.4800779,medio
PH,1.0,2.0,38.0,35.0,-34.6022898,-58.4345225,alto
Departamento,1.0,2.0,40.0,35.0,-34.5889577,-58.3833474,medio
Departamento,2.0,3.0,66.0,62.0,-34.540112,-58.468543,medio
Departamento,4.0,6.0,113.0,98.0,-34.6253394,-58.3725769,medio
Departamento,2.0,3.0,89.0,76.0,-34.6083664,-58.516446,alto
PH,2.0,5.0,126.0,116.0,-34.610622,-58.4277208,medio
Departamento,1.0,2.0,50.0,48.0,-34.6128229,-58.4131895,medio
Departamento,4.0,5.0,159.0,107.51864414281198,-34.5680799,-58.4601527,alto
Departamento,1.0,2.0,42.0,42.0,-34.5576469,-58.4466204,medio
PH,3.0,4.0,100.0,100.0,-34.616417,-58.496305,medio
Departamento,1.0,2.0,70.0,50.0,-34.5699535,-58.4883933,medio
Departamento,2.0,3.0,62.0,55.0,-34.5642855,-58.4517329,alto
PH,3.0,4.0,128.0,63.0,-34.5837319,-58.4903753,bajo
Departamento,1.0,1.0,21.0,21.0,-34.5898009,-58.3921343,alto
Departamento,1.0,2.0,35.0,35.0,-34.5914256,-58.396611,alto
Departamento,1.0,2.0,37.0,37.0,-34.6305366,-58.5182745,bajo
Departamento,1.0,2.0,43.0,38.0,-34.5674374,-58.4728136,medio
PH,1.0,3.0,84.0,63.0,-34.6382743,-58.3729033,bajo
Departamento,1.0,2.0,40.0,40.0,-34.5972534745,-58.3950805664,medio
Departamento,3.0,4.0,124.0,121.0,-34.5887804,-58.3850601,medio
Departamento,1.0,2.0,59.0,47.0,-34.629654,-58.438814,medio
Departamento,1.0,1.0,52.0,47.0,-34.5738889,-58.4420627,medio
Departamento,2.0,3.0,75.0,62.0,-34.6286235,-58.4811614,bajo
Departamento,2.0,3.0,59.0,59.0,-34.6771702833,-58.4778213501,bajo
Departamento,1.0,1.0,35.0,30.0,-34.6018566,-58.469818,alto
Departamento,1.0,1.0,31.0,28.0,-34.5867756899,-58.4018427355,alto
Departamento,2.0,3.0,73.0,68.0,-34.630431,-58.4545256,alto
Departamento,1.0,2.0,67.0,55.0,-34.6006877,-58.5143934,medio
Departamento,1.0,2.0,24.0,24.0,-34.5873686,-58.3873353,alto
Departamento,2.0,3.0,85.0,75.0,-34.5492698,-58.4826934,bajo
Departamento,1.0,2.0,41.0,41.0,-34.611774,-58.390169,medio
PH,3.0,4.0,143.0,99.0,-34.5963043,-58.5003048,medio
PH,2.0,3.0,140.0,140.0,-34.61117,-58.43353,alto
Departamento,1.0,2.0,70.0,61.0,-34.5812138,-58.4124966,alto
Departamento,1.0,1.0,54.0,47.0,-34.6476103,-58.3718123,bajo
Departamento,3.0,4.0,68.0,68.0,-34.6008,-58.4350373,medio
Departamento,2.0,3.0,97.0,59.0,-34.5610627,-58.4878975,bajo
Departamento,1.0,2.0,37.0,33.0,-34.6009432,-58.4301631,medio
Departamento,1.0,1.0,28.0,25.0,-34.5453173,-58.4763576,alto
Departamento,1.0,1.0,41.0,35.0,-34.6379621,-58.3638458,medio
Departamento,3.0,4.0,127.0,127.0,-34.5771915,-58.4797881,bajo
Departamento,1.0,2.0,33.0,33.0,-34.6000519,-58.4257189,medio
Departamento,1.0,2.0,40.0,36.0,-34.6540093963,-58.506360054,alto
Departamento,1.0,2.0,49.0,37.0,-34.6339045,-58.4158869,bajo
Departamento,3.0,4.0,168.0,168.0,-34.5928982077,-58.3834385265,medio
Departamento,2.0,3.0,84.0,84.0,-34.5974287,-58.3842802,medio
Departamento,1.0,1.0,21.0,21.0,-34.6449795,-58.513973,medio
Departamento,1.0,1.0,24.0,24.0,-34.6196087,-58.4001491,medio
Departamento,2.0,4.0,190.0,120.0,-34.5942137,-58.3909382,bajo
PH,4.0,5.0,176.0,124.0,-34.6133692652,-58.4683526546,medio
Departamento,3.0,4.0,85.0,74.0,-34.5514119622,-58.4462356567,medio
Departamento,1.0,2.0,39.0,36.0,-34.5888656,-58.4163427,medio
Departamento,1.0,1.0,35.0,32.0,-34.6090122,-58.5021871,medio
Departamento,2.0,3.0,49.0,47.0,-34.5892784,-58.5175812,medio
Departamento,2.0,3.0,76.0,66.0,-34.5532829,-58.463747,medio
PH,2.0,3.0,174.0,110.0,-34.606147,-58.441804,medio
Departamento,2.0,3.0,67.0,67.0,-34.6263994,-58.4103086,bajo
PH,3.0,4.0,111.0,88.0,-34.5633304,-58.4861351,alto
PH,3.0,5.0,118.0,91.0,-34.5841818,-58.4727226,medio
PH,3.0,4.0,111.0,66.0,-34.6042689594,-58.4711774619,bajo
Departamento,2.0,3.0,71.0,63.0,-34.6100388,-58.4526612,medio
Departamento,1.0,2.0,35.0,33.0,-34.582861,-58.406968,medio
Departamento,3.0,4.0,103.0,88.0,-34.5794851,-58.4886563,alto
Departamento,1.0,2.0,49.0,46.0,-34.6195276,-58.4078968,bajo
Departamento,2.0,3.0,80.0,66.0,-34.5412501,-58.4729664,bajo
Departamento,2.0,3.0,77.0,71.0,-34.5792464,-58.4871149,medio
Departamento,1.0,2.0,57.0,38.0,-34.5717049,-58.43215,medio
Departamento,2.0,3.0,65.0,60.0,-34.6049405,-58.4001942,bajo
Casa,4.0,5.0,150.0,150.0,-34.677869,-58.483101,medio
Departamento,1.0,1.0,38.0,35.0,-34.5499842,-58.4830905,medio
Departamento,2.0,3.0,59.0,56.0,-34.5970747,-58.4057352,bajo
Departamento,2.0,3.0,77.0,72.0,-34.563232816,-58.450060456,alto
Departamento,2.0,3.0,65.0,62.0,-34.6283524,-58.4298975,medio
Departamento,1.0,1.0,37.0,31.0,-34.6045384,-58.4249555,medio
Departamento,3.0,4.0,107.0,85.0,-34.567537,-58.4368811,medio
Departamento,1.0,2.0,34.0,34.0,-34.6041361,-58.4419685,bajo
Departamento,3.0,4.0,92.0,80.0,-34.6261076,-58.4524876,medio
Departamento,1.0,1.0,43.0,39.0,-34.6217824,-58.4244518,medio
Departamento,4.0,5.0,90.0,82.0,-34.55209,-58.472216,medio
Departamento,1.0,1.0,37.0,33.0,-34.600114,-58.4200618,medio
Departamento,3.0,4.0,124.0,120.0,-34.5719868,-58.4560592,alto
Departamento,1.0,1.0,97.0,35.0,-34.5737073286,-58.4891477545,bajo
Departamento,3.0,4.0,141.0,141.0,-34.5971477,-58.388984,medio
Departamento,2.0,3.0,60.0,57.0,-34.6343387,-58.4629786,bajo
Departamento,1.0,2.0,44.0,36.0,-34.5996614,-58.4304515,bajo
Departamento,1.0,1.0,36.0,34.0,-34.6381552,-58.4336274,medio
Departamento,2.0,3.0,67.0,67.0,-34.6197141,-58.4412786,bajo
Departamento,3.0,4.0,74.0,74.0,-34.6075323,-58.4457706,bajo
PH,2.0,3.0,68.0,68.0,-34.6510667,-58.5023011,medio
Departamento,2.0,3.0,65.0,65.0,-34.595494,-58.412946,medio
Departamento,1.0,2.0,48.0,42.0,-34.5712787,-58.4794817,medio
Departamento,1.0,2.0,61.0,40.0,-34.550093,-58.483034,medio
Departamento,2.0,3.0,63.0,61.0,-34.6303841,-58.4157675,bajo
Departamento,1.0,1.0,45.0,42.0,-34.5608347,-58.4617729,medio
Departamento,2.0,3.0,67.0,63.0,-34.6285889,-58.4635315,medio
Casa,3.0,4.0,165.0,154.0,-34.5830511,-58.4835493,alto
Departamento,1.0,2.0,39.0,37.0,-34.5606194,-58.4592491,medio
Casa,2.0,4.0,200.0,120.0,-34.6072456,-58.5161784,medio
Departamento,1.0,2.0,71.79987285611506,43.0,-34.5517138,-58.452472,medio
Departamento,1.0,1.0,43.0,39.0,-34.6054815,-58.4313038,medio
Departamento,3.0,4.0,142.0,132.0,-34.563364,-58.438505,alto
Departamento,2.0,3.0,66.0,63.0,-34.6345484,-58.4687734,medio
Casa,2.0,4.0,121.0,82.0,-34.6357009,-58.5050394,medio
Departamento,1.0,1.0,36.0,36.0,-34.587126,-58.450171,medio
Departamento,2.0,3.0,96.81063950906784,72.0,-34.5838884,-58.4088319,medio
Departamento,1.0,2.0,49.0,42.0,-34.5428793,-58.4809235,bajo
Departamento,3.0,4.0,200.0,190.0,-34.5547268632,-58.4512255455,alto
Departamento,2.0,3.0,74.0,67.0,-34.6349412,-58.4739962,medio
Departamento,2.0,3.0,112.0,112.0,-34.5589037,-58.4441079,alto
Departamento,1.0,2.0,65.0,49.0,-34.5465326119,-58.4620334751,medio
Departamento,1.0,2.0,59.0,51.0,-34.5774916,-58.4135461,alto
Departamento,1.0,1.0,43.0,39.0,-34.6042078,-58.3794956,medio
Departamento,1.0,1.0,35.0,32.0,-34.5924557,-58.4108505,alto
Departamento,2.0,3.0,95.0,56.0,-34.6203621,-58.4541377,bajo
Departamento,1.0,1.0,21.0,21.0,-34.6436202,-58.5147111,bajo
Casa,2.0,3.0,140.0,122.0,-34.6690222,-58.5167024,bajo
Departamento,1.0,2.0,63.0,60.0,-34.5515506945,-58.4572461247,alto
Departamento,3.0,4.0,142.0,132.0,-34.5941536,-58.4145314,medio
Departamento,1.0,2.0,37.0,35.0,-34.5586465,-58.4636864,medio
Departamento,2.0,3.0,63.0,62.0,-34.6345704,-58.4687976,bajo
Departamento,2.0,3.0,82.0,76.0,-34.6260911,-58.3757375,medio
Departamento,1.0,1.0,39.0,34.0,-34.6332233,-58.4671431,bajo
