property_type,property_bedrooms,property_rooms,property_surface_total,property_surface_covered,latitud,longitud,tipo_precio
Departamento,1.0,2.0,76.0,76.0,-34.5509374,-58.4576629,alto
Departamento,1.0,2.0,56.21800242302404,56.21800242302404,-34.610095,-58.5038219,medio
Departamento,2.0,3.0,63.0,63.0,-34.604494,-58.398743,bajo
Departamento,1.0,1.0,45.0,38.0,-34.5531141,-58.4666361,medio
Departamento,1.0,2.0,41.0,35.0,-34.6287995,-58.4921062,medio
Departamento,1.0,2.0,45.0,38.0,-34.616655,-58.441467,medio
Departamento,1.0,1.0,52.0,49.0,-34.6054806,-58.4313022,medio
Departamento,1.0,2.0,54.0,44.0,-34.5792028,-58.492767,medio
Departamento,2.0,3.0,57.0,54.0,-34.5478849,-58.4678615,medio
Departamento,3.0,4.0,88.0,78.0,-34.6296921,-58.4613194,bajo
Departamento,1.0,2.0,71.0,41.0,-34.5740259,-58.500678,bajo
Departamento,1.0,2.0,45.0,40.0,-34.5943053,-58.4212675,alto
Departamento,2.0,3.0,59.0,57.0,-34.6143063,-58.3734046,bajo
Departamento,2.0,3.0,83.0,75.0,-34.5724702858,-58.4821880856,medio
Departamento,3.0,5.0,110.0,110.0,-34.6178132,-58.4226131,medio
Departamento,2.0,3.0,92.0,72.0,-34.5718846,-58.4802375,alto
Departamento,3.0,5.0,207.0,190.0,-34.5784604,-58.4146251,alto
Departamento,1.0,2.0,34.0,34.0,-34.5997584,-58.3906923,medio
PH,2.0,4.0,112.0,100.0,-34.5917698,-58.4358318,alto
Departamento,4.0,5.0,99.0,86.0,-34.62491,-58.4132542,medio
Departamento,2.0,3.0,48.0,46.0,-34.6191161,-58.4788147,bajo
Departamento,3.0,4.0,180.0,159.0,-34.5760274,-58.4199525,alto
Departamento,2.0,3.0,96.0,90.0,-34.554198,-58.4501436,medio
Departamento,3.0,4.0,84.0,84.0,-34.605682,-58.403694,bajo
Departamento,3.0,4.0,150.0,136.0,-34.568385,-58.430898,alto
Departamento,1.0,2.0,59.75597771404389,59.75597771404389,-34.5805809,-58.4317135,medio
Departamento,1.0,2.0,41.0,34.0,-34.6402062,-58.4242662,bajo
PH,2.0,3.0,130.0,60.0,-34.5859928,-58.5067439,medio
PH,4.0,5.0,129.5833682267301,110.0,-34.5641838,-58.4875751,medio
Departamento,2.0,3.0,66.0,58.0,-34.547139,-58.4678403,alto
Departamento,1.0,2.0,60.0,51.0,-34.6130013,-58.3765454,medio
Departamento,3.0,4.0,81.0,74.0,-34.6109486,-58.4156646,medio
Departamento,1.0,2.0,93.0,53.0,-34.5816987,-58.4335472,medio
Departamento,3.0,4.0,135.0,115.0,-34.5991171,-58.408415,medio
PH,3.0,4.0,166.0,166.0,-34.6316542106,-58.4609127045,bajo
Departamento,1.0,1.0,31.0,29.0,-34.6094401707,-58.4308719635,medio
Departamento,1.0,2.0,51.0,46.0,-34.6245539,-58.373897,medio
Departamento,1.0,1.0,30.0,30.0,-34.6115181,-58.3738937,alto
Departamento,1.0,2.0,40.0,40.0,-34.5779782,-58.4119079,medio
Departamento,1.0,2.0,41.0,38.0,-34.6315394,-58.4536781,medio
Departamento,2.0,3.0,85.0,78.0,-34.5971458,-58.4390134,bajo
Departamento,2.0,3.0,48.0,48.0,-34.6430843,-58.42396,bajo
Departamento,1.0,2.0,34.0,32.0,-34.6404354,-58.4201447,bajo
Departamento,2.0,3.0,40.0,38.0,-34.6313505293,-58.4008526802,medio
Departamento,1.0,2.0,56.0,39.0,-34.5534913,-58.4609771,medio
Departamento,1.0,2.0,38.0,38.0,-34.6355605,-58.3715565,medio
PH,1.0,2.0,112.0,63.0,-34.587924,-58.428846,medio
Departamento,1.0,1.0,25.0,25.0,-34.5554805,-58.4700624,medio
Departamento,2.0,4.0,112.0,108.0,-34.5848405,-58.4133867,alto
Departamento,1.0,2.0,54.0,40.0,-34.5874145,-58.4383316,medio
Departamento,3.0,4.0,128.0,114.0,-34.6077237306,-58.3849024214,bajo
Departamento,1.0,2.0,38.0,38.0,-34.5900819162,-58.4249067307,medio
Departamento,3.0,3.0,100.0,100.0,-34.5663905,-58.4326297,alto
Departamento,4.0,5.0,169.0,159.0,-34.5624008,-58.4545956,alto
Departamento,3.0,4.0,90.0,77.0,-34.5754565,-58.4843297,alto
Departamento,3.0,4.0,93.0,90.0,-34.5880805,-58.4127514,medio
Departamento,3.0,4.0,90.0,88.0,-34.5893712,-58.3997038,alto
Departamento,3.0,4.0,85.0,80.0,-34.6374474,-58.4747239,medio
Departamento,3.0,4.0,68.0,68.0,-34.5779226,-58.4350909,alto
Departamento,3.0,4.0,108.0,98.0,-34.595678,-58.399933,medio
Departamento,3.0,4.0,99.0,90.0,-34.5910901,-58.3925668,medio
Departamento,1.0,1.0,41.0,39.0,-34.6019555,-58.3965835,medio
Departamento,2.0,2.0,50.0,43.0,-34.628187,-58.4295863,alto
Departamento,2.0,3.0,96.0,90.0,-34.5740637,-58.4460504,alto
Departamento,2.0,3.0,62.0,53.0,-34.5642855,-58.4517329,medio
Departamento,1.0,2.0,39.0,30.0,-34.6149002,-58.4236256,bajo
Departamento,2.0,3.0,56.0,48.0,-34.559818,-58.4717744,medio
Departamento,2.0,3.0,66.0,63.0,-34.5859389,-58.5046504,alto
Departamento,3.0,4.0,141.0,141.0,-34.5984611,-58.4401211,medio
Departamento,3.0,4.0,172.0,160.0,-34.5849685,-58.4145387,medio
Departamento,1.0,3.0,72.0,55.0,-34.6069143,-58.4173346,medio
Departamento,2.0,3.0,86.0,77.0,-34.5783688,-58.4237928,medio
Departamento,1.0,2.0,44.0,40.0,-34.6055113,-58.4829424,medio
Departamento,1.0,2.0,49.0,49.0,-34.611826,-58.516024,medio
Departamento,1.0,1.0,35.0,31.0,-34.6259688,-58.4623808,medio
Departamento,1.0,1.0,36.0,30.0,-34.6171068,-58.4526006,bajo
PH,2.0,3.0,85.0,60.0,-34.5654049,-58.488136,alto
Departamento,2.0,3.0,85.0,83.0,-34.6474138,-58.5181561,bajo
Departamento,2.0,3.0,61.0,57.0,-34.620791,-58.466994,bajo
Departamento,1.0,2.0,42.0,31.0,-34.6218759,-58.4540714,medio
Departamento,2.0,3.0,78.0,78.0,-34.6125502,-58.4434044,alto
Departamento,1.0,2.0,31.0,31.0,-34.5801063,-58.4087535,medio
Departamento,2.0,4.0,145.0,140.0,-34.5965436,-58.4187384,alto
Departamento,3.0,4.0,154.0,105.30740958592456,-34.6131997,-58.3633763,alto
Departamento,1.0,2.0,55.0,48.0,-34.5677222,-58.430586,medio
Departamento,1.0,1.0,42.0,38.0,-34.5829857,-58.4480188,medio
Departamento,2.0,3.0,94.0,53.0,-34.626174,-58.454497,bajo
Departamento,1.0,2.0,34.0,34.0,-34.6034417,-58.4288076,medio
Departamento,4.0,4.0,115.0,105.0,-34.5586699,-58.4638542,medio
Departamento,2.0,3.0,90.0,75.0,-34.5670443,-58.4319321,medio
PH,2.0,3.0,171.0,96.0,-34.6512969,-58.4208617,bajo
Departamento,2.0,3.0,41.0,40.0,-34.6175672,-58.4376465,medio
Departamento,1.0,2.0,47.0,42.0,-34.5964343,-58.4222046,alto
Departamento,1.0,2.0,25.0,25.0,-34.5985366,-58.3916974,bajo
Departamento,3.0,4.0,117.0,117.0,-34.6070771,-58.4036967,bajo
Departamento,3.0,4.0,164.0,150.0,-34.586246,-58.3969516,alto
Departamento,1.0,2.0,28.0,28.0,-34.6116456,-58.4012418,bajo
Departamento,1.0,1.0,38.0,32.0,-34.6392894,-58.5037133,medio
Departamento,1.0,2.0,39.0,37.0,-34.5999588,-58.4200249,medio
Departamento,1.0,2.0,45.0,40.0,-34.6299621739,-58.4637773037,bajo
Departamento,2.0,3.0,73.0,64.0,-34.5750169785,-58.4896069765,bajo
Departamento,1.0,2.0,50.0,43.0,-34.6447,-58.5,medio
Departamento,2.0,3.0,90.0,77.0,-34.615974329,-58.4382426739,bajo
Departamento,3.0,4.0,114.0,90.0,-34.5412501,-58.4729664,medio
Departamento,1.0,1.0,27.0,27.0,-34.6084964559,-58.3831440857,alto
PH,4.0,5.0,154.0,94.0,-34.6374980931,-58.4914684296,bajo
Departamento,2.0,3.0,72.0,72.0,-34.6126568,-58.3928312,medio
Departamento,1.0,1.0,51.0,48.0,-34.597765705,-58.4024190903,medio
Departamento,1.0,2.0,63.0,50.0,-34.6294399,-58.4427286,bajo
Departamento,3.0,5.0,111.0,96.0,-34.6170433,-58.3713833,medio
Departamento,1.0,2.0,76.97451423258805,49.0,-34.5976123,-58.4193162,medio
Departamento,1.0,2.0,55.0,53.0,-34.5896807,-58.4064808,alto
Departamento,1.0,2.0,41.0,41.0,-34.546092,-58.4687504,alto
Departamento,2.0,3.0,110.0,106.0,-34.5928355,-58.3806017,alto
Departamento,2.0,3.0,94.0,91.0,-34.6009403,-58.4048252,medio
Departamento,2.0,3.0,68.0,68.0,-34.6147037,-58.4278962,bajo
Departamento,1.0,1.0,30.0,30.0,-34.5920753,-58.3952575,alto
PH,2.0,3.0,97.0,61.0,-34.6216863,-58.3770361,medio
Departamento,2.0,3.0,66.0,60.0,-34.5746768707,-58.4373414516,medio
Departamento,2.0,3.0,110.0,107.0,-34.573855,-58.4219,alto
Departamento,2.0,3.0,60.0,57.0,-34.5631361473,-58.4637869718,medio
Departamento,5.0,6.0,191.0,183.0,-34.6016407,-58.4008021,bajo
Departamento,2.0,3.0,79.0,59.0,-34.6150282,-58.4376066,bajo
Departamento,1.0,2.0,33.0,33.0,-34.6183738,-58.4285711,medio
Departamento,2.0,3.0,70.0,60.0,-34.6123593,-58.4787836,bajo
Departamento,1.0,2.0,40.0,38.0,-34.6024303,-58.4930664,bajo
Departamento,1.0,2.0,47.0,41.0,-34.5753283,-58.420624,alto
Departamento,1.0,2.0,53.0,45.0,-34.6221983,-58.5046884,medio
Departamento,2.0,3.0,61.0,56.0,-34.5882033634,-58.3846606581,alto
Departamento,3.0,4.0,125.0,103.0,-34.5835987186,-58.4749245644,medio
PH,4.0,5.0,212.0,175.0,-34.5804768,-58.4994747,medio
Departamento,2.0,3.0,44.0,40.0,-34.576473102,-58.4582550064,medio
Departamento,2.0,3.0,67.0,61.0,-34.5691737,-58.4452084,alto
Casa,3.0,4.0,193.0,147.0,-34.5499468645,-58.4757077694,medio
PH,2.0,3.0,117.0,70.0,-34.5889729,-58.4750222,medio
Departamento,2.0,3.0,60.0,53.0,-34.5683397,-58.4431345,medio
Departamento,3.0,4.0,78.0,70.0,-34.6006707,-58.4221872,bajo
Departamento,1.0,1.0,36.0,34.0,-34.6266589,-58.42528,alto
Departamento,1.0,2.0,38.0,32.0,-34.6379388052,-58.5118721352,medio
Departamento,1.0,1.0,33.0,26.0,-34.5934403,-58.4421862,alto
Departamento,1.0,1.0,39.0,33.0,-34.555976,-58.455892,alto
Casa,4.0,5.0,167.0,167.0,-34.573795,-58.498602,medio
Departamento,2.0,3.0,164.0,91.0,-34.6091314,-58.5002067,bajo
Departamento,2.0,3.0,55.0,51.0,-34.6011307076,-58.4272203246,medio
Departamento,1.0,1.0,43.0,38.0,-34.6036612,-58.4407171,alto
Departamento,2.0,3.0,81.0,72.0,-34.5551696,-58.484318,medio
Departamento,2.0,3.0,68.0,64.0,-34.6251741,-58.3680309,alto
Departamento,3.0,4.0,120.0,110.0,-34.541089,-58.473165,bajo
Departamento,1.0,2.0,41.0,41.0,-34.6054975,-58.4554014,medio
Departamento,3.0,5.0,112.0,112.0,-34.5989188655,-58.4026240693,medio
Departamento,1.0,2.0,45.0,45.0,-34.6194061,-58.4519993,medio
Departamento,1.0,2.0,52.0,39.0,-34.60474821,-58.5027980804,medio
Departamento,1.0,1.0,52.68002713200418,52.68002713200418,-34.6151677,-58.4082618,bajo
Departamento,1.0,2.0,56.0,46.0,-34.5766157,-58.4367832,alto
Casa,3.0,4.0,138.0,117.0,-34.5493435,-58.4779614,medio
Departamento,3.0,4.0,200.0,125.65076750928876,-34.5672732,-58.4320439,alto
Departamento,1.0,2.0,49.0,42.0,-34.5428793,-58.4809235,bajo
Departamento,2.0,3.0,71.0,71.0,-34.6210553,-58.4363528,medio
PH,4.0,5.0,125.0,110.0,-34.567947,-58.483082,alto
Departamento,2.0,3.0,76.0,45.0,-34.6008275,-58.3729735,bajo
Departamento,2.0,2.0,71.0,57.0,-34.5966,-58.41186,medio
Departamento,1.0,1.0,34.0,31.0,-34.6099378,-58.4435422,medio
Departamento,1.0,2.0,64.0,64.0,-34.5703551,-58.4319396,alto
Departamento,1.0,1.0,41.0,40.0,-34.59096,-58.4043279,medio
Departamento,3.0,4.0,82.0,79.0,-34.6151206,-58.431018,medio
Departamento,2.0,3.0,46.0,42.0,-34.5861498,-58.4110817,alto
Departamento,1.0,1.0,34.0,30.0,-34.5849232,-58.50026,medio
Departamento,1.0,2.0,72.0,72.0,-34.6011639,-58.3783522,bajo
Departamento,1.0,2.0,57.10249624577901,57.10249624577901,-34.6372309,-58.4368595,bajo
Departamento,3.0,4.0,125.0,84.0,-34.6070868647,-58.4490305185,bajo
Departamento,1.0,2.0,65.76279125022991,36.0,-34.6166228,-58.4167428,bajo
Departamento,2.0,3.0,82.0,72.0,-34.6248512816,-58.434546398,alto
Departamento,2.0,3.0,82.0,77.0,-34.6098804,-58.4001594,bajo
Departamento,1.0,2.0,45.0,42.0,-34.6049992646,-58.4104767595,bajo
Departamento,1.0,1.0,34.0,29.0,-34.5820981,-58.4488594,medio
Departamento,1.0,2.0,40.0,40.0,-34.625077,-58.4246657,medio
Departamento,1.0,2.0,65.0,58.0,-34.6030393,-58.4400396,medio
Departamento,1.0,1.0,30.0,28.0,-34.6255047,-58.4686292,medio
Departamento,1.0,2.0,63.17547056199341,33.0,-34.6031426,-58.418787,bajo
Departamento,1.0,1.0,35.0,35.0,-34.6205795675,-58.3965244193,medio
Departamento,3.0,4.0,75.0,75.0,-34.6031397,-58.4240386,bajo
Departamento,2.0,3.0,73.0,66.0,-34.5861207,-58.4010529,medio
Departamento,2.0,3.0,83.0,83.0,-34.5808364,-58.4107536,alto
Departamento,1.0,1.0,29.0,26.0,-34.6207764,-58.3771772,medio
Departamento,1.0,1.0,55.41350849728393,24.0,-34.6093586,-58.3833361,bajo
Departamento,1.0,2.0,36.0,36.0,-34.5910174,-58.4163398,medio
PH,2.0,3.0,64.0,59.0,-34.6400406,-58.4468081,bajo
Departamento,1.0,2.0,46.0,42.0,-34.5872472,-58.4336145,alto
Departamento,1.0,1.0,22.0,22.0,-34.605393,-58.4510083,alto
Departamento,2.0,3.0,75.0,67.0,-34.5736762,-58.4895815,medio
Departamento,1.0,1.0,29.0,29.0,-34.578697,-58.4402639,alto
Departamento,1.0,1.0,62.31303033258125,32.0,-34.5959517,-58.4442692,bajo
Departamento,1.0,2.0,72.66231308552722,44.0,-34.588596,-58.4218328,bajo
Departamento,3.0,4.0,145.0,145.0,-34.5988926012,-58.3917331696,bajo
Departamento,3.0,4.0,114.0,100.0,-34.5641735791,-58.4399921467,medio
Departamento,2.0,3.0,80.0,66.0,-34.5533629,-58.4662389,medio
Departamento,1.0,2.0,52.0,47.0,-34.5716922,-58.477426,medio
Departamento,4.0,4.0,166.0,135.0,-34.5724201,-58.4742232,alto
Departamento,1.0,2.0,70.0,60.0,-34.5771335,-58.4225617,alto
Departamento,2.0,3.0,69.0,59.0,-34.553717,-58.48689,medio
Departamento,1.0,2.0,79.0,60.0,-34.5927415,-58.4142372,medio
Departamento,1.0,2.0,45.0,45.0,-34.6115662,-58.4207707,medio
PH,2.0,3.0,73.0,67.0,-34.5828853,-58.4537004,medio
Departamento,1.0,1.0,33.0,33.0,-34.6035933738,-58.4607775472,medio
Departamento,1.0,2.0,43.0,41.0,-34.6231469,-58.4444175,bajo
Departamento,2.0,3.0,135.0,135.0,-34.592964,-58.379013,medio
Departamento,2.0,3.0,72.0,64.0,-34.6167688,-58.3840184,medio
Departamento,1.0,2.0,45.0,45.0,-34.5777417,-58.4058409,medio
Departamento,1.0,1.0,40.0,34.0,-34.615255,-58.3632197,alto
Departamento,1.0,2.0,48.0,43.0,-34.5908252,-58.5077086,medio
Departamento,1.0,1.0,49.14205184098432,49.14205184098432,-34.5896158,-58.4043511,bajo
Departamento,1.0,1.0,21.0,21.0,-34.6135177,-58.4165172,medio
Departamento,1.0,1.0,34.0,24.0,-34.5893066,-58.399401,medio
Departamento,1.0,2.0,45.0,40.0,-34.543991,-58.46256,medio
PH,2.0,3.0,83.0,61.0,-34.6016878,-58.4863609,medio
Departamento,1.0,1.0,40.0,37.0,-34.6173366,-58.3915184,medio
Departamento,1.0,2.0,31.0,31.0,-34.5779394,-58.4463216,medio
Departamento,1.0,1.0,55.0,51.0,-34.5802591,-58.4832368,medio
Departamento,3.0,4.0,118.0,109.0,-34.5864736,-58.3955581,medio
Departamento,2.0,3.0,50.0,47.0,-34.6287,-58.4534843,medio
Departamento,2.0,3.0,76.97451423258805,49.0,-34.6029613,-58.5160757,medio
Departamento,2.0,4.0,91.0,79.0,-34.5626109,-58.4577439,medio
Departamento,1.0,2.0,50.0,46.0,-34.5644661,-58.4693557,medio
Departamento,1.0,2.0,44.0,44.0,-34.5845219,-58.4134053,medio
PH,2.0,3.0,146.0,78.0,-34.5583833,-58.4908085,bajo
Departamento,1.0,1.0,40.0,34.0,-34.5816987,-58.4335472,medio
Departamento,2.0,3.0,125.0,106.0,-34.5489362348,-58.4631492741,medio
Departamento,3.0,4.0,95.0,82.0,-34.5781838895,-58.4486818314,medio
PH,1.0,2.0,43.0,41.0,-34.6212173,-58.3982187,medio
Departamento,1.0,2.0,47.0,47.0,-34.595608,-58.40995,medio
Departamento,5.0,6.0,178.0,152.0,-34.5846351,-58.4115426,medio
Departamento,4.0,5.0,114.0,114.0,-34.602201,-58.399027,bajo
Departamento,3.0,4.0,73.0,73.0,-34.6379241,-58.3600747,bajo
PH,2.0,3.0,109.0,85.0,-34.5902686,-58.4786922,medio
Departamento,1.0,2.0,43.0,40.0,-34.632614,-58.427211,medio
Departamento,3.0,4.0,82.0,82.0,-34.5936595,-58.437907,medio
Departamento,2.0,3.0,78.0,69.0,-34.5792762468,-58.4888652614,alto
Departamento,1.0,2.0,39.0,39.0,-34.6035313,-58.4353376,medio
Departamento,2.0,3.0,68.0,63.0,-34.5841375322,-58.4486603737,medio
PH,2.0,3.0,73.0,53.0,-34.5975179932,-58.4290431857,alto
Departamento,3.0,3.0,80.0,74.0,-34.5947671,-58.4135935,alto
Departamento,1.0,2.0,36.0,36.0,-34.606887,-58.4417931,medio
Departamento,1.0,1.0,40.0,40.0,-34.55630112,-58.44823837,alto
Departamento,4.0,6.0,210.0,130.0732366230636,-34.5908356,-58.3839518,alto
Departamento,2.0,3.0,52.0,48.0,-34.5702654,-58.4717931,medio
Departamento,3.0,4.0,91.0,87.0,-34.6019108771,-58.4362733646,medio
Departamento,1.0,2.0,65.0,55.0,-34.6271841,-58.3726854,medio
Departamento,1.0,1.0,33.0,29.0,-34.6011117,-58.3998172,medio
Departamento,1.0,2.0,32.0,32.0,-34.5887564,-58.4214865,medio
Departamento,1.0,1.0,37.0,32.0,-34.5658336,-58.4937658,medio
Departamento,2.0,3.0,113.0,113.0,-34.569369,-58.4314493,alto
Departamento,1.0,2.0,43.0,40.0,-34.6194061,-58.4519993,medio
Departamento,4.0,5.0,120.0,120.0,-34.5965895,-58.442685,medio
Departamento,1.0,2.0,50.0,44.0,-34.6296148,-58.5200566,medio
PH,2.0,3.0,51.0,50.0,-34.614343,-58.395714,medio
Departamento,3.0,4.0,96.0,88.0,-34.5926827,-58.3761247,alto
Departamento,1.0,1.0,33.0,33.0,-34.5873725,-58.4130562,bajo
Departamento,1.0,2.0,66.0,62.0,-34.5804117,-58.4071029,alto
Departamento,2.0,4.0,106.0,106.0,-34.5942257,-58.3994119,medio
PH,2.0,3.0,78.0,78.0,-34.5972206,-58.3881508,alto
Departamento,2.0,3.0,81.0,72.0,-34.5731135,-58.482633,bajo
Departamento,2.0,3.0,140.0,99.1159528266398,-34.5895862,-58.4354746,medio
Departamento,3.0,4.0,161.0,96.0,-34.5777238,-58.4670809,medio
Departamento,2.0,3.0,103.0,68.0,-34.5776433,-58.4722717,medio
Departamento,1.0,2.0,44.0,41.0,-34.6000769,-58.4433072,alto
Departamento,1.0,1.0,35.0,31.0,-34.6004829,-58.3862533,bajo
Departamento,1.0,2.0,54.0,49.0,-34.5821068,-58.4488264,medio
Departamento,2.0,3.0,67.0,63.0,-34.6285889,-58.4635315,medio
Departamento,3.0,4.0,193.0,122.5550391296464,-34.6197589,-58.4621736,bajo
PH,2.0,3.0,83.0,83.0,-34.589204,-58.4763409,bajo
Departamento,3.0,4.0,65.0,59.0,-34.609579,-58.415855,bajo
Departamento,1.0,2.0,39.0,35.0,-34.6313058,-58.4007781,medio
Departamento,2.0,3.0,66.0,63.0,-34.5942762,-58.4168676,medio
Departamento,2.0,3.0,68.0,62.0,-34.5832971,-58.4238095,medio
Departamento,3.0,4.0,144.0,144.0,-34.5810418048,-58.404897044,alto
Departamento,1.0,2.0,86.46135675612186,60.0,-34.5842693,-58.4991817,bajo
Departamento,1.0,2.0,38.0,38.0,-34.597841,-58.4167627,medio
Departamento,3.0,4.0,148.0,148.0,-34.5931591,-58.3989759,alto
Departamento,3.0,4.0,107.0,107.0,-34.5917048,-58.3959666,medio
Departamento,1.0,1.0,33.0,33.0,-34.6137139216,-58.3725070953,bajo
Departamento,1.0,2.0,45.0,40.0,-34.6240219,-58.3690198656,alto
Departamento,1.0,2.0,54.0,44.0,-34.6203933,-58.4399705,medio
Departamento,1.0,1.0,24.0,24.0,-34.5945087,-58.3861836,alto
Departamento,1.0,2.0,47.0,44.0,-34.546991,-58.4785532,alto
Departamento,1.0,1.0,40.0,38.0,-34.6302761,-58.4316265,bajo
Departamento,1.0,2.0,47.0,41.0,-34.6051501,-58.3855925,bajo
Departamento,1.0,2.0,60.0,60.0,-34.5781049,-58.4325101,alto
PH,2.0,3.0,94.0,70.0,-34.5858103,-58.5098885,alto
Departamento,2.0,3.0,77.0,75.0,-34.6067384,-58.3894258,bajo
PH,1.0,2.0,84.0,48.0,-34.6131348,-58.4853637,medio
Departamento,3.0,4.0,107.0,97.0,-34.5660587,-58.4346187,medio
Departamento,1.0,1.0,51.0,45.0,-34.5636844,-58.4689892,medio
Departamento,3.0,5.0,160.0,160.0,-34.6130871,-58.3813599,bajo
Departamento,3.0,4.0,80.0,76.0,-34.6128414,-58.4310442,medio
Departamento,2.0,3.0,53.0,53.0,-34.6015013593,-58.4331786633,alto
Departamento,2.0,3.0,80.0,72.58113814399088,-34.5516843,-58.4612674,alto
Departamento,1.0,2.0,63.73619991644124,63.73619991644124,-34.580785,-58.4310464,medio
Departamento,1.0,2.0,53.0,53.0,-34.5461486,-58.4701644,medio
Departamento,1.0,2.0,45.0,42.0,-34.612601,-58.4410796,alto
Departamento,1.0,2.0,42.0,31.0,-34.6012969,-58.4244685,bajo
Departamento,1.0,2.0,46.0,46.0,-34.6210071,-58.3796313,bajo
Departamento,4.0,5.0,157.0,126.0,-34.5924812081,-58.3799202552,medio
Departamento,2.0,3.0,77.0,62.0,-34.5571421,-58.4592796,medio
Departamento,1.0,2.0,59.0,52.0,-34.5568482,-58.4624431,alto
Departamento,1.0,1.0,20.0,17.0,-34.6043598,-58.3900156,alto
Departamento,3.0,5.0,189.0,120.78605148413646,-34.6031871,-58.5072641,alto
Departamento,1.0,1.0,43.0,39.0,-34.5829727028,-58.4480113693,medio
Departamento,1.0,2.0,70.9374326267029,42.0,-34.6032439,-58.3774714,bajo
Departamento,2.0,3.0,74.0,74.0,-34.6301709,-58.4081286,medio
Departamento,1.0,1.0,38.0,34.0,-34.5788613,-58.4840329,alto
Departamento,1.0,1.0,52.0,52.0,-34.5536503,-58.4611771,alto
Departamento,2.0,3.0,60.0,60.0,-34.5560967,-58.478634,medio
Departamento,2.0,3.0,60.0,55.0,-34.6873602,-58.4770999,bajo
Departamento,1.0,1.0,36.0,32.0,-34.584093,-58.446211,medio
Departamento,1.0,1.0,35.0,30.0,-34.5957219,-58.384164,medio
Departamento,1.0,1.0,51.795533309249215,51.795533309249215,-34.6335078,-58.4740813,bajo
Casa,3.0,4.0,150.0,123.0,-34.616828587,-58.510670046,medio
Departamento,2.0,3.0,57.0,57.0,-34.570863,-58.4813547,medio
PH,2.0,3.0,100.0,82.0,-34.605684,-58.4246232,medio
Departamento,1.0,2.0,34.0,34.0,-34.5651955,-58.4550104,medio
Departamento,1.0,2.0,45.0,42.0,-34.63754654,-58.49274826,medio
Departamento,2.0,3.0,59.0,59.0,-34.637908,-58.52514,bajo
Departamento,1.0,1.0,22.0,22.0,-34.6051373304,-58.4253097059,alto
Departamento,1.0,2.0,44.0,40.0,-34.6077800593,-58.3872771265,medio
Departamento,3.0,4.0,97.67307973848,73.0,-34.601224,-58.3881399,bajo
Departamento,1.0,2.0,62.0,48.0,-34.580186,-58.428451,medio
Departamento,1.0,3.0,81.28671537964888,54.0,-34.5656889,-58.4592398,bajo
Departamento,1.0,2.0,78.0,68.0,-34.6201191,-58.3616092,alto
Departamento,3.0,3.0,86.0,80.0,-34.6123559,-58.386472,bajo
Departamento,1.0,1.0,21.0,21.0,-34.600566,-58.4267177,medio
Departamento,1.0,2.0,42.0,42.0,-34.6777138,-58.4884967,bajo
Departamento,3.0,4.0,81.0,81.0,-34.6658267,-58.4729916,bajo
Departamento,2.0,3.0,75.0,65.0,-34.6161128,-58.4590177,medio
Departamento,2.0,3.0,85.5989165267097,59.0,-34.5896755,-58.40843,medio
Departamento,2.0,3.0,62.0,58.0,-34.5990853,-58.3800471,medio
Departamento,2.0,3.0,56.0,56.0,-34.5786085,-58.4548154,medio
Departamento,1.0,2.0,62.0,55.0,-34.5815972335,-58.4274077122,alto
Departamento,1.0,2.0,37.0,37.0,-34.6088825,-58.3768414,bajo
Departamento,2.0,3.0,63.0,59.0,-34.6135639134,-58.3730986962,bajo
Departamento,1.0,1.0,48.0,48.0,-34.62189,-58.3783403,medio
Departamento,3.0,4.0,118.0,101.0,-34.6453835,-58.5113958,medio
PH,3.0,4.0,140.0,79.0,-34.6201149,-58.39276,bajo
Departamento,2.0,3.0,108.0,92.0,-34.578163,-58.411314,alto
Departamento,1.0,2.0,71.0,61.0,-34.621187,-58.3617989,alto
Departamento,3.0,4.0,110.0,107.0,-34.5664783,-58.4341001,medio
Departamento,1.0,2.0,60.0,55.0,-34.5706825,-58.4332519,medio
PH,3.0,4.0,158.0,92.0,-34.639625,-58.4885425,bajo
Departamento,1.0,2.0,49.0,41.0,-34.5698125,-58.4456952,medio
Departamento,1.0,2.0,38.0,38.0,-34.6032627,-58.4410875,bajo
Departamento,3.0,4.0,83.0,75.0,-34.5955958,-58.4127077,alto
Departamento,3.0,5.0,136.0,93.0,-34.6025688,-58.4394101,medio
PH,1.0,2.0,63.0,63.0,-34.6091748,-58.4572079,medio
Departamento,1.0,2.0,43.0,43.0,-34.604794,-58.459461,bajo
Departamento,3.0,4.0,95.0,82.0,-34.6080752,-58.5003088,medio
Departamento,3.0,4.0,106.0,97.0,-34.559128,-58.457405,alto
Departamento,1.0,2.0,49.0,47.0,-34.5959928,-58.4395059,medio
Departamento,2.0,3.0,106.0,85.0,-34.5724063,-58.4308553,medio
PH,2.0,3.0,110.0,67.0,-34.58339,-58.4731541,medio
Departamento,2.0,3.0,145.0,100.0,-34.605038,-58.363609,alto
Departamento,2.0,3.0,71.0,69.0,-34.5458668,-58.4666125,bajo
Departamento,1.0,3.0,68.0,60.0,-34.5518155,-58.4431087,alto
Departamento,1.0,2.0,42.0,42.0,-34.620674,-58.5058262,medio
Departamento,1.0,2.0,34.0,34.0,-34.5814108,-58.4088481,alto
